IDDIST,NOMBDEP,NOMBPROV,NOMBDIST,NOM_CAPITAL (LEGAL),COD_REG_NAT,REGION NATURAL
060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,BAMBAMARCA,2,SIERRA
060702,CAJAMARCA,HUALGAYOC,CHUGUR,CHUGUR,2,SIERRA
060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,HUALGAYOC,2,SIERRA
060801,CAJAMARCA,JAEN,JAEN,JAEN,3,SELVA ALTA
060802,CAJAMARCA,JAEN,BELLAVISTA,BELLAVISTA,4,SELVA BAJA
060803,CAJAMARCA,JAEN,CHONTALI,CHONTALI,3,SELVA ALTA
060804,CAJAMARCA,JAEN,COLASAY,COLASAY,3,SELVA ALTA
060805,CAJAMARCA,JAEN,HUABAL,HUABAL,3,SELVA ALTA
060806,CAJAMARCA,JAEN,LAS PIRIAS,LAS PIRIAS,3,SELVA ALTA
060807,CAJAMARCA,JAEN,POMAHUACA,POMAHUACA,3,SELVA ALTA
060808,CAJAMARCA,JAEN,PUCARA,PUCARA,3,SELVA ALTA
060809,CAJAMARCA,JAEN,SALLIQUE,SALLIQUE,3,SELVA ALTA
060810,CAJAMARCA,JAEN,SAN FELIPE,SAN FELIPE,3,SELVA ALTA
060811,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,SAN JOSE DEL ALTO,3,SELVA ALTA
060812,CAJAMARCA,JAEN,SANTA ROSA,SANTA ROSA,3,SELVA ALTA
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,SAN IGNACIO,3,SELVA ALTA
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,CHIRINOS,3,SELVA ALTA
060903,CAJAMARCA,SAN IGNACIO,HUARANGO,HUARANGO,3,SELVA ALTA
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,LA COIPA,3,SELVA ALTA
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,NAMBALLE,3,SELVA ALTA
060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,SAN JOSE DE LOURDES,3,SELVA ALTA
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,TABACONAS,3,SELVA ALTA
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,SAN MARCOS,2,SIERRA
061002,CAJAMARCA,SAN MARCOS,CHANCAY,CHANCAY,2,SIERRA
061003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,LA GRAMA,2,SIERRA
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,PAUCAMARCA,2,SIERRA
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,ICHOCAN,2,SIERRA
061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,SHIRAC,2,SIERRA
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,VENECIA,2,SIERRA
061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL DE PALLAQUES,2,SIERRA
061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,BOLIVAR,1,COSTA
061103,CAJAMARCA,SAN MIGUEL,CALQUIS,CALQUIS,2,SIERRA
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,CATILLUC,2,SIERRA
061105,CAJAMARCA,SAN MIGUEL,EL PRADO,EL PRADO,2,SIERRA
061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,LA FLORIDA,1,COSTA
061107,CAJAMARCA,SAN MIGUEL,LLAPA,LLAPA,2,SIERRA
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,NANCHOC,1,COSTA
061109,CAJAMARCA,SAN MIGUEL,NIEPOS,NIEPOS,2,SIERRA
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,SAN GREGORIO,1,COSTA
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,SAN SILVESTRE DE COCHAN,2,SIERRA
061112,CAJAMARCA,SAN MIGUEL,TONGOD,TONGOD,2,SIERRA
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,AGUA BLANCA,2,SIERRA
061201,CAJAMARCA,SAN PABLO,SAN PABLO,SAN PABLO,2,SIERRA
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,SAN BERNARDINO,1,COSTA
061203,CAJAMARCA,SAN PABLO,SAN LUIS,SAN LUIS GRANDE,1,COSTA
061204,CAJAMARCA,SAN PABLO,TUMBADEN,TUMBADEN,2,SIERRA
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,SANTA CRUZ DE SUCCHABAMBA,2,SIERRA
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,ANDABAMBA,2,SIERRA
061303,CAJAMARCA,SANTA CRUZ,CATACHE,CATACHE,1,COSTA
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,CHANCAYBAÑOS,1,COSTA
061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,LA ESPERANZA,1,COSTA
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,NINABAMBA,2,SIERRA
061307,CAJAMARCA,SANTA CRUZ,PULAN,PULAN,2,SIERRA
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,SAUCEPAMPA,1,COSTA
061309,CAJAMARCA,SANTA CRUZ,SEXI,SEXI,2,SIERRA
061310,CAJAMARCA,SANTA CRUZ,UTICYACU,UTICYACU,2,SIERRA
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,YAUYUCAN,2,SIERRA
070101,CALLAO,CALLAO,CALLAO,CALLAO,1,COSTA
070102,CALLAO,CALLAO,BELLAVISTA,BELLAVISTA,1,COSTA
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,CARMEN DE LA LEGUA REYNOSO,1,COSTA
070104,CALLAO,CALLAO,LA PERLA,LA PERLA,1,COSTA
070105,CALLAO,CALLAO,LA PUNTA,LA PUNTA,1,COSTA
070106,CALLAO,CALLAO,VENTANILLA,VENTANILLA,1,COSTA
070107,CALLAO,CALLAO,MI PERU,MI PERU,1,COSTA
080101,CUSCO,CUSCO,CUSCO,CUSCO,2,SIERRA
080102,CUSCO,CUSCO,CCORCA,CCORCA,2,SIERRA
080103,CUSCO,CUSCO,POROY,POROY,2,SIERRA
080104,CUSCO,CUSCO,SAN JERONIMO,SAN JERONIMO,2,SIERRA
080105,CUSCO,CUSCO,SAN SEBASTIAN,SAN SEBASTIAN,2,SIERRA
080106,CUSCO,CUSCO,SANTIAGO,SANTIAGO,2,SIERRA
080107,CUSCO,CUSCO,SAYLLA,SAYLLA,2,SIERRA
080108,CUSCO,CUSCO,WANCHAQ,WANCHAQ,2,SIERRA
080201,CUSCO,ACOMAYO,ACOMAYO,ACOMAYO,2,SIERRA
080202,CUSCO,ACOMAYO,ACOPIA,ACOPIA,2,SIERRA
080203,CUSCO,ACOMAYO,ACOS,ACOS,2,SIERRA
080204,CUSCO,ACOMAYO,MOSOC LLACTA,MOSOC LLACTA,2,SIERRA
080205,CUSCO,ACOMAYO,POMACANCHI,POMACANCHI,2,SIERRA
080206,CUSCO,ACOMAYO,RONDOCAN,RONDOCAN,2,SIERRA
080207,CUSCO,ACOMAYO,SANGARARA,SANGARARA,2,SIERRA
080301,CUSCO,ANTA,ANTA,ANTA,2,SIERRA
080302,CUSCO,ANTA,ANCAHUASI,ANCAHUASI,2,SIERRA
080303,CUSCO,ANTA,CACHIMAYO,CACHIMAYO,2,SIERRA
080304,CUSCO,ANTA,CHINCHAYPUJIO,CHINCHAYPUJIO,2,SIERRA
080305,CUSCO,ANTA,HUAROCONDO,HUAROCONDO,2,SIERRA
080306,CUSCO,ANTA,LIMATAMBO,LIMATAMBO,2,SIERRA
080307,CUSCO,ANTA,MOLLEPATA,MOLLEPATA,2,SIERRA
080308,CUSCO,ANTA,PUCYURA,PUCYURA,2,SIERRA
080309,CUSCO,ANTA,ZURITE,ZURITE,2,SIERRA
080401,CUSCO,CALCA,CALCA,CALCA,2,SIERRA
080402,CUSCO,CALCA,COYA,COYA,2,SIERRA
080403,CUSCO,CALCA,LAMAY,LAMAY,2,SIERRA
080404,CUSCO,CALCA,LARES,LARES,2,SIERRA
080405,CUSCO,CALCA,PISAC,PISAC,2,SIERRA
080406,CUSCO,CALCA,SAN SALVADOR,SAN SALVADOR,2,SIERRA
080407,CUSCO,CALCA,TARAY,TARAY,2,SIERRA
080408,CUSCO,CALCA,YANATILE,QUEBRADA HONDA,3,SELVA ALTA
080501,CUSCO,CANAS,YANAOCA,YANAOCA,2,SIERRA
080502,CUSCO,CANAS,CHECCA,CHECCA,2,SIERRA
080503,CUSCO,CANAS,KUNTURKANKI,EL DESCANSO,2,SIERRA
080504,CUSCO,CANAS,LANGUI,LANGUI,2,SIERRA
080505,CUSCO,CANAS,LAYO,LAYO,2,SIERRA
080506,CUSCO,CANAS,PAMPAMARCA,PAMPAMARCA,2,SIERRA
080507,CUSCO,CANAS,QUEHUE,QUEHUE,2,SIERRA
080508,CUSCO,CANAS,TUPAC AMARU,TUNGASUCA,2,SIERRA
080601,CUSCO,CANCHIS,SICUANI,SICUANI,2,SIERRA
080602,CUSCO,CANCHIS,CHECACUPE,CHECACUPE,2,SIERRA
080603,CUSCO,CANCHIS,COMBAPATA,COMBAPATA,2,SIERRA
080604,CUSCO,CANCHIS,MARANGANI,MARANGANI,2,SIERRA
080605,CUSCO,CANCHIS,PITUMARCA,PITUMARCA,2,SIERRA
080606,CUSCO,CANCHIS,SAN PABLO,SAN PABLO,2,SIERRA
080607,CUSCO,CANCHIS,SAN PEDRO,SAN PEDRO,2,SIERRA
080608,CUSCO,CANCHIS,TINTA,TINTA,2,SIERRA
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,SANTO TOMAS,2,SIERRA
080702,CUSCO,CHUMBIVILCAS,CAPACMARCA,CAPACMARCA,2,SIERRA
080703,CUSCO,CHUMBIVILCAS,CHAMACA,CHAMACA,2,SIERRA
080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,COLQUEMARCA,2,SIERRA
080705,CUSCO,CHUMBIVILCAS,LIVITACA,LIVITACA,2,SIERRA
080706,CUSCO,CHUMBIVILCAS,LLUSCO,LLUSCO,2,SIERRA
080707,CUSCO,CHUMBIVILCAS,QUIÑOTA,QUIÑOTA,2,SIERRA
080708,CUSCO,CHUMBIVILCAS,VELILLE,VELILLE,2,SIERRA
080801,CUSCO,ESPINAR,ESPINAR,YAURI,2,SIERRA
080802,CUSCO,ESPINAR,CONDOROMA,CONDOROMA,2,SIERRA
080803,CUSCO,ESPINAR,COPORAQUE,COPORAQUE,2,SIERRA
080804,CUSCO,ESPINAR,OCORURO,OCORURO,2,SIERRA
080805,CUSCO,ESPINAR,PALLPATA,HECTOR TEJADA,2,SIERRA
080806,CUSCO,ESPINAR,PICHIGUA,PICHIGUA,2,SIERRA
080807,CUSCO,ESPINAR,SUYCKUTAMBO,VIRGINIYOC /5,2,SIERRA
080808,CUSCO,ESPINAR,ALTO PICHIGUA,ACCOCUNCA,2,SIERRA
080901,CUSCO,LA CONVENCION,SANTA ANA,QUILLABAMBA,3,SELVA ALTA
080902,CUSCO,LA CONVENCION,ECHARATE,ECHARATE,3,SELVA ALTA
080903,CUSCO,LA CONVENCION,HUAYOPATA,HUYRO /6,3,SELVA ALTA
080904,CUSCO,LA CONVENCION,MARANURA,MARANURA,3,SELVA ALTA
080905,CUSCO,LA CONVENCION,OCOBAMBA,KQUELCCAYBAMBA /7,3,SELVA ALTA
080906,CUSCO,LA CONVENCION,QUELLOUNO,QUELLOUNO,3,SELVA ALTA
080907,CUSCO,LA CONVENCION,KIMBIRI,KIMBIRI,3,SELVA ALTA
080908,CUSCO,LA CONVENCION,SANTA TERESA,SANTA TERESA,3,SELVA ALTA
080909,CUSCO,LA CONVENCION,VILCABAMBA,LUCMA,2,SIERRA
080910,CUSCO,LA CONVENCION,PICHARI,PICHARI,3,SELVA ALTA
080911,CUSCO,LA CONVENCION,INKAWASI,AMAYBAMBA,3,SELVA ALTA
080912,CUSCO,LA CONVENCION,VILLA VIRGEN,VILLA VIRGEN,3,SELVA ALTA
080913,CUSCO,LA CONVENCION,VILLA KINTIARINA,VILLA KINTIARINA,3,SELVA ALTA
080914,CUSCO,LA CONVENCION,MEGANTONI,CAMISEA,4,SELVA BAJA
080915,CUSCO,LA CONVENCION,KUMPIRUSHIATO,KEPASHIATO,3,SELVA ALTA
080916,CUSCO,LA CONVENCION,CIELO PUNCO,CHIRUMPIARI,3,SELVA ALTA
080917,CUSCO,LA CONVENCION,MANITEA,TAWANTINSUYO,3,SELVA ALTA
080918,CUSCO,LA CONVENCION,UNION ASHANINKA,MANTARO,3,SELVA ALTA
081001,CUSCO,PARURO,PARURO,PARURO,2,SIERRA
081002,CUSCO,PARURO,ACCHA,ACCHA,2,SIERRA
081003,CUSCO,PARURO,CCAPI,CCAPI,2,SIERRA
081004,CUSCO,PARURO,COLCHA,COLCHA,2,SIERRA
081005,CUSCO,PARURO,HUANOQUITE,HUANOQUITE,2,SIERRA
081006,CUSCO,PARURO,OMACHA,OMACHA,2,SIERRA
081007,CUSCO,PARURO,PACCARITAMBO,PACCARITAMBO,2,SIERRA
081008,CUSCO,PARURO,PILLPINTO,PILLPINTO,2,SIERRA
081009,CUSCO,PARURO,YAURISQUE,YAURISQUE,2,SIERRA
081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,PAUCARTAMBO,2,SIERRA
081102,CUSCO,PAUCARTAMBO,CAICAY,CAICAY,2,SIERRA
081103,CUSCO,PAUCARTAMBO,CHALLABAMBA,CHALLABAMBA,2,SIERRA
081104,CUSCO,PAUCARTAMBO,COLQUEPATA,COLQUEPATA,2,SIERRA
081105,CUSCO,PAUCARTAMBO,HUANCARANI,HUANCARANI,2,SIERRA
081106,CUSCO,PAUCARTAMBO,KOSÑIPATA,PILLCOPATA,3,SELVA ALTA
081201,CUSCO,QUISPICANCHI,URCOS,URCOS,2,SIERRA
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,ANDAHUAYLILLAS,2,SIERRA
081203,CUSCO,QUISPICANCHI,CAMANTI,QUINCE MIL,3,SELVA ALTA
081204,CUSCO,QUISPICANCHI,CCARHUAYO,CCARHUAYO,2,SIERRA
081205,CUSCO,QUISPICANCHI,CCATCA,CCATCA,2,SIERRA
081206,CUSCO,QUISPICANCHI,CUSIPATA,CUSIPATA,2,SIERRA
081207,CUSCO,QUISPICANCHI,HUARO,HUARO,2,SIERRA
081208,CUSCO,QUISPICANCHI,LUCRE,LUCRE,2,SIERRA
081209,CUSCO,QUISPICANCHI,MARCAPATA,MARCAPATA,2,SIERRA
081210,CUSCO,QUISPICANCHI,OCONGATE,OCONGATE,2,SIERRA
081211,CUSCO,QUISPICANCHI,OROPESA,OROPESA,2,SIERRA
081212,CUSCO,QUISPICANCHI,QUIQUIJANA,QUIQUIJANA,2,SIERRA
081301,CUSCO,URUBAMBA,URUBAMBA,URUBAMBA,2,SIERRA
081302,CUSCO,URUBAMBA,CHINCHERO,CHINCHERO,2,SIERRA
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,HUAYLLABAMBA,2,SIERRA
081304,CUSCO,URUBAMBA,MACHUPICCHU,MACHUPICCHU,2,SIERRA
081305,CUSCO,URUBAMBA,MARAS,MARAS,2,SIERRA
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,OLLANTAYTAMBO,2,SIERRA
081307,CUSCO,URUBAMBA,YUCAY,YUCAY,2,SIERRA
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2,SIERRA
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,ACOBAMBILLA,2,SIERRA
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,ACORIA,2,SIERRA
090104,HUANCAVELICA,HUANCAVELICA,CONAYCA,CONAYCA,2,SIERRA
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,CUENCA,2,SIERRA
090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,HUACHOCOLPA,2,SIERRA
090107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,HUAYLLAHUARA,2,SIERRA
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,IZCUCHACA,2,SIERRA
090109,HUANCAVELICA,HUANCAVELICA,LARIA,LARIA,2,SIERRA
090110,HUANCAVELICA,HUANCAVELICA,MANTA,MANTA,2,SIERRA
090111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,MARISCAL CACERES,2,SIERRA
090112,HUANCAVELICA,HUANCAVELICA,MOYA,MOYA,2,SIERRA
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,OCCORO,2,SIERRA
090114,HUANCAVELICA,HUANCAVELICA,PALCA,PALCA,2,SIERRA
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,PILCHACA,2,SIERRA
090116,HUANCAVELICA,HUANCAVELICA,VILCA,VILCA,2,SIERRA
090117,HUANCAVELICA,HUANCAVELICA,YAULI,YAULI,2,SIERRA
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,ASCENSION,2,SIERRA
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,HUANDO,2,SIERRA
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,ACOBAMBA,2,SIERRA
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,ANDABAMBA,2,SIERRA
090203,HUANCAVELICA,ACOBAMBA,ANTA,ANTA,2,SIERRA
090204,HUANCAVELICA,ACOBAMBA,CAJA,CAJA,2,SIERRA
090205,HUANCAVELICA,ACOBAMBA,MARCAS,MARCAS,2,SIERRA
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,PAUCARA,2,SIERRA
090207,HUANCAVELICA,ACOBAMBA,POMACOCHA,POMACOCHA,2,SIERRA
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,ROSARIO,2,SIERRA
090301,HUANCAVELICA,ANGARAES,LIRCAY,LIRCAY,2,SIERRA
090302,HUANCAVELICA,ANGARAES,ANCHONGA,ANCHONGA,2,SIERRA
090303,HUANCAVELICA,ANGARAES,CALLANMARCA,CALLANMARCA,2,SIERRA
090304,HUANCAVELICA,ANGARAES,CCOCHACCASA,CCOCHACCASA,2,SIERRA
090305,HUANCAVELICA,ANGARAES,CHINCHO,CHINCHO,2,SIERRA
090306,HUANCAVELICA,ANGARAES,CONGALLA,CONGALLA,2,SIERRA
090307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,HUANCA-HUANCA,2,SIERRA
090308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,HUAYLLAY GRANDE,2,SIERRA
090309,HUANCAVELICA,ANGARAES,JULCAMARCA,JULCAMARCA,2,SIERRA
090310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,ANTAPARCO,2,SIERRA
090311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,SANTO TOMAS DE PATA,2,SIERRA
090312,HUANCAVELICA,ANGARAES,SECCLLA,SECCLLA,2,SIERRA
090401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CASTROVIRREYNA,2,SIERRA
090402,HUANCAVELICA,CASTROVIRREYNA,ARMA,ARMA,2,SIERRA
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,AURAHUA,2,SIERRA
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,CAPILLAS,2,SIERRA
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,CHUPAMARCA,2,SIERRA
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,COCAS,2,SIERRA
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,HUACHOS,2,SIERRA
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,HUAMATAMBO,2,SIERRA
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,MOLLEPAMPA,2,SIERRA
090410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,SAN JUAN,1,COSTA
090411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,SANTA ANA,2,SIERRA
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,TANTARA,2,SIERRA
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,TICRAPO,2,SIERRA
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,CHURCAMPA,2,SIERRA
090502,HUANCAVELICA,CHURCAMPA,ANCO,LA ESMERALDA,2,SIERRA
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,CHINCHIHUASI,2,SIERRA
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,PAUCARBAMBILLA,2,SIERRA
090505,HUANCAVELICA,CHURCAMPA,LA MERCED,LA MERCED,2,SIERRA
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,LOCROJA,2,SIERRA
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,PAUCARBAMBA,2,SIERRA
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,MAYOCC,2,SIERRA
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,SAN PEDRO DE CORIS,2,SIERRA
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,PACHAMARCA,2,SIERRA
090511,HUANCAVELICA,CHURCAMPA,COSME,SANTA CLARA DE COSME,2,SIERRA
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,HUAYTARA,2,SIERRA
090602,HUANCAVELICA,HUAYTARA,AYAVI,AYAVI,2,SIERRA
090603,HUANCAVELICA,HUAYTARA,CORDOVA,CORDOVA,2,SIERRA
090604,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,HUAYACUNDO ARMA,2,SIERRA
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,LARAMARCA,2,SIERRA
090606,HUANCAVELICA,HUAYTARA,OCOYO,OCOYO,1,COSTA
090607,HUANCAVELICA,HUAYTARA,PILPICHACA,PILPICHACA,2,SIERRA
090608,HUANCAVELICA,HUAYTARA,QUERCO,QUERCO,2,SIERRA
090609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,QUITO-ARMA,2,SIERRA
090610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,CUSICANCHA,2,SIERRA
090611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,SAN FRANCISCO DE SANGAYAICO,2,SIERRA
090612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,SAN JUAN DE HUIRPACANCHA,2,SIERRA
090613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,SANTIAGO DE CHOCORVOS,2,SIERRA
090614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,SANTIAGO DE QUIRAHUARA,2,SIERRA
090615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,SANTO DOMINGO DE CAPILLAS,2,SIERRA
090616,HUANCAVELICA,HUAYTARA,TAMBO,TAMBO,2,SIERRA
090701,HUANCAVELICA,TAYACAJA,PAMPAS,PAMPAS,2,SIERRA
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,ACOSTAMBO,2,SIERRA
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,ACRAQUIA,2,SIERRA
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,AHUAYCHA,2,SIERRA
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,COLCABAMBA,2,SIERRA
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,MARISCAL CACERES,2,SIERRA
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,HUACHOCOLPA,2,SIERRA
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,HUARIBAMBA,2,SIERRA
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,ÑAHUIMPUQUIO,2,SIERRA
090711,HUANCAVELICA,TAYACAJA,PAZOS,PAZOS,2,SIERRA
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,QUISHUAR,2,SIERRA
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,SALCABAMBA,2,SIERRA
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,SALCAHUASI,2,SIERRA
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,SAN MARCOS DE ROCCHAC,2,SIERRA
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,SURCUBAMBA,2,SIERRA
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,TINTAY,2,SIERRA
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,QUICHUAS,2,SIERRA
090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,ANDAYMARCA,2,SIERRA
090721,HUANCAVELICA,TAYACAJA,ROBLE,PUERTO SAN ANTONIO,2,SIERRA
090722,HUANCAVELICA,TAYACAJA,PICHOS,PICHOS,2,SIERRA
090723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,SANTIAGO DE TUCUMA,2,SIERRA
090724,HUANCAVELICA,TAYACAJA,LAMBRAS,SANTA MARIA,2,SIERRA
090725,HUANCAVELICA,TAYACAJA,COCHABAMBA,COCHABAMBA GRANDE,2,SIERRA
100101,HUANUCO,HUANUCO,HUANUCO,HUANUCO,3,SELVA ALTA
100102,HUANUCO,HUANUCO,AMARILIS,PAUCARBAMBA,3,SELVA ALTA
100103,HUANUCO,HUANUCO,CHINCHAO,ACOMAYO,2,SIERRA
100104,HUANUCO,HUANUCO,CHURUBAMBA,CHURUBAMBA,3,SELVA ALTA
100105,HUANUCO,HUANUCO,MARGOS,MARGOS,2,SIERRA
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),HUANCAPALLAC,2,SIERRA
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,CAYRAN,2,SIERRA
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,CHAULAN,2,SIERRA
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,SANTA MARIA DEL VALLE,3,SELVA ALTA
100110,HUANUCO,HUANUCO,YARUMAYO,YARUMAYO,2,SIERRA
100111,HUANUCO,HUANUCO,PILLCO MARCA,CAYHUAYNA,3,SELVA ALTA
100112,HUANUCO,HUANUCO,YACUS,YACUS,2,SIERRA
100113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,SAN PABLO DE PILLAO,2,SIERRA
100201,HUANUCO,AMBO,AMBO,AMBO,2,SIERRA
100202,HUANUCO,AMBO,CAYNA,CAYNA,2,SIERRA
100203,HUANUCO,AMBO,COLPAS,COLPAS,2,SIERRA
100204,HUANUCO,AMBO,CONCHAMARCA,CONCHAMARCA,2,SIERRA
100205,HUANUCO,AMBO,HUACAR,HUACAR,2,SIERRA
100206,HUANUCO,AMBO,SAN FRANCISCO,MOSCA,2,SIERRA
100207,HUANUCO,AMBO,SAN RAFAEL,SAN RAFAEL,2,SIERRA
100208,HUANUCO,AMBO,TOMAY KICHWA,TOMAY KICHWA,2,SIERRA
100301,HUANUCO,DOS DE MAYO,LA UNION,LA UNION,2,SIERRA
100307,HUANUCO,DOS DE MAYO,CHUQUIS,CHUQUIS,2,SIERRA
100311,HUANUCO,DOS DE MAYO,MARIAS,MARIAS,2,SIERRA
100313,HUANUCO,DOS DE MAYO,PACHAS,PACHAS,2,SIERRA
100316,HUANUCO,DOS DE MAYO,QUIVILLA,QUIVILLA,2,SIERRA
100317,HUANUCO,DOS DE MAYO,RIPAN,RIPAN,2,SIERRA
100321,HUANUCO,DOS DE MAYO,SHUNQUI,SHUNQUI,2,SIERRA
