cod_pedido,cod_representante,cod_empleado,cod_pedido_tipo,cod_pedido_estado,fecha_registro,cod_ticket
5509,474,233,A,P,2023-12-09,5509
5510,477,444,V,P,2019-07-29,5510
5511,392,360,V,R,2021-04-22,5511
5512,270,391,A,R,2020-02-17,5512
5513,468,227,V,R,2020-07-17,5513
5514,577,454,A,F,2023-01-26,5514
5515,255,341,A,A,2021-01-31,5515
5516,101,291,A,R,2021-06-02,5516
5517,111,291,A,P,2019-01-29,5517
5518,410,299,A,A,2023-11-30,5518
5519,297,424,V,P,2021-02-08,5519
5520,1,226,A,P,2023-09-14,5520
5521,463,88,V,R,2019-04-25,5521
5522,408,497,V,A,2020-04-14,5522
5523,497,86,V,R,2023-03-18,5523
5524,439,354,A,F,2019-03-01,5524
5525,317,195,A,R,2022-12-04,5525
5526,472,203,A,F,2021-04-18,5526
5527,216,128,V,P,2023-01-11,5527
5528,167,437,V,F,2019-12-12,5528
5529,519,348,V,R,2020-10-12,5529
5530,172,7,A,F,2024-03-08,5530
5531,593,243,V,A,2020-05-13,5531
5532,167,342,V,P,2023-10-19,5532
5533,19,274,A,A,2019-10-01,5533
5534,404,48,A,P,2023-10-10,5534
5535,486,398,V,P,2020-03-24,5535
5536,220,341,A,R,2022-07-25,5536
5537,596,43,A,R,2019-09-02,5537
5538,143,293,V,A,2021-02-23,5538
5539,195,81,V,P,2020-10-14,5539
5540,391,289,V,R,2024-05-20,5540
5541,536,459,V,R,2023-08-04,5541
5542,55,163,V,R,2022-09-27,5542
5543,550,22,V,F,2023-10-27,5543
5544,5,184,V,F,2020-11-09,5544
5545,429,447,V,A,2023-02-02,5545
5546,522,430,V,F,2020-12-12,5546
5547,496,283,A,F,2019-05-02,5547
5548,461,327,A,P,2021-08-09,5548
5549,453,123,V,R,2022-08-12,5549
5550,219,129,A,P,2021-01-30,5550
5551,358,70,V,P,2020-05-20,5551
5552,3,379,V,A,2021-02-03,5552
5553,521,177,V,P,2022-12-15,5553
5554,524,405,V,F,2023-06-04,5554
5555,459,165,V,F,2022-07-27,5555
5556,106,491,A,F,2022-06-08,5556
5557,538,226,V,F,2020-05-30,5557
5558,322,314,A,A,2020-12-28,5558
5559,401,480,V,F,2022-08-10,5559
5560,559,268,V,A,2022-04-19,5560
5561,365,109,V,A,2024-03-26,5561
5562,320,427,V,R,2020-05-19,5562
5563,562,164,A,P,2021-08-07,5563
5564,567,326,A,P,2022-02-11,5564
5565,165,59,A,F,2024-01-05,5565
5566,86,318,V,A,2021-10-31,5566
5567,596,292,A,A,2023-11-16,5567
5568,75,318,A,R,2022-05-03,5568
5569,275,278,A,R,2022-05-09,5569
5570,64,91,A,F,2023-05-09,5570
5571,471,130,A,F,2020-10-26,5571
5572,584,67,A,A,2023-10-07,5572
5573,428,133,V,P,2021-04-04,5573
5574,76,295,V,R,2021-05-22,5574
5575,250,380,A,R,2019-06-19,5575
5576,163,316,V,F,2019-01-05,5576
5577,523,453,A,P,2022-03-16,5577
5578,143,57,V,R,2021-09-12,5578
5579,298,124,A,R,2019-09-02,5579
5580,103,448,V,P,2020-07-06,5580
5581,98,92,V,F,2022-03-07,5581
5582,270,148,A,F,2024-01-10,5582
5583,129,315,A,A,2023-12-07,5583
5584,395,128,V,A,2023-09-29,5584
5585,581,273,A,R,2022-09-21,5585
5586,347,7,V,F,2024-04-22,5586
5587,264,336,A,A,2023-09-27,5587
5588,566,217,V,R,2021-01-19,5588
5589,570,193,A,P,2022-07-09,5589
5590,71,213,A,R,2019-01-19,5590
5591,427,352,A,P,2020-03-29,5591
5592,344,456,A,P,2019-04-16,5592
5593,15,416,A,P,2023-04-27,5593
5594,332,222,A,P,2022-10-22,5594
5595,259,247,V,P,2019-09-15,5595
5596,533,77,V,P,2021-05-03,5596
5597,546,304,V,F,2021-12-15,5597
5598,245,348,V,A,2021-03-29,5598
5599,402,256,V,P,2022-06-08,5599
5600,341,211,A,R,2021-08-21,5600
5601,371,445,V,A,2020-04-24,5601
5602,314,467,A,P,2020-12-18,5602
5603,312,169,A,P,2021-08-19,5603
5604,468,392,V,F,2022-12-21,5604
5605,138,460,V,F,2020-08-30,5605
5606,283,42,A,F,2021-10-01,5606
5607,103,385,V,A,2024-04-14,5607
5608,593,203,A,R,2023-06-01,5608
5609,517,371,V,P,2024-04-05,5609
5610,107,347,A,P,2022-02-11,5610
5611,135,334,V,P,2021-10-26,5611
5612,521,317,A,F,2020-09-13,5612
5613,569,403,V,P,2020-09-21,5613
5614,121,161,V,F,2021-05-17,5614
5615,22,349,V,P,2020-03-24,5615
5616,472,286,A,F,2021-09-29,5616
5617,488,379,A,A,2023-02-21,5617
5618,17,350,A,F,2022-05-20,5618
5619,218,492,A,F,2020-12-28,5619
5620,95,281,V,P,2019-10-31,5620
5621,197,391,A,R,2020-06-18,5621
5622,322,321,A,P,2019-08-26,5622
5623,474,302,V,A,2023-07-05,5623
5624,229,65,A,F,2020-08-17,5624
5625,550,81,V,R,2022-10-01,5625
5626,501,393,A,P,2023-11-19,5626
5627,69,218,A,A,2024-03-24,5627
5628,444,496,A,R,2022-11-07,5628
5629,396,207,A,F,2023-03-07,5629
5630,158,106,V,P,2023-11-16,5630
5631,169,282,V,R,2021-01-06,5631
5632,605,434,V,P,2020-11-09,5632
5633,116,465,V,P,2020-07-06,5633
5634,290,335,A,F,2020-01-01,5634
5635,594,232,A,P,2020-09-08,5635
5636,3,181,V,R,2022-02-27,5636
5637,450,434,V,A,2022-10-31,5637
5638,91,283,V,R,2020-07-17,5638
5639,436,164,A,R,2021-06-07,5639
5640,430,183,V,A,2022-01-23,5640
5641,105,408,A,P,2024-04-25,5641
5642,503,425,V,F,2022-03-10,5642
5643,364,188,A,P,2023-04-25,5643
5644,493,338,V,R,2023-08-12,5644
5645,470,17,V,P,2021-09-14,5645
5646,335,165,V,F,2023-12-10,5646
5647,613,362,A,A,2020-11-09,5647
5648,38,260,A,F,2022-04-21,5648
5649,403,17,V,P,2020-02-21,5649
5650,113,320,V,A,2019-01-11,5650
5651,38,119,V,F,2021-01-11,5651
5652,610,231,A,F,2022-10-03,5652
5653,269,368,A,F,2020-04-07,5653
5654,292,132,V,P,2022-06-14,5654
5655,571,471,V,P,2019-01-12,5655
5656,594,499,V,A,2023-09-02,5656
5657,91,367,A,F,2020-03-09,5657
5658,353,309,V,A,2021-03-25,5658
5659,468,283,A,P,2021-09-26,5659
5660,547,175,V,F,2019-12-07,5660
5661,222,183,V,F,2019-07-18,5661
5662,34,471,A,P,2019-08-08,5662
5663,90,76,A,A,2020-08-03,5663
5664,128,281,A,P,2021-03-24,5664
5665,575,76,A,R,2020-02-27,5665
5666,504,456,A,F,2023-08-09,5666
5667,539,192,A,A,2024-05-07,5667
5668,465,303,A,A,2022-09-26,5668
5669,466,233,V,P,2022-02-03,5669
5670,283,105,A,P,2021-08-28,5670
5671,256,271,V,R,2019-03-27,5671
5672,514,310,V,F,2020-09-19,5672
5673,242,88,A,R,2023-06-08,5673
5674,538,103,A,F,2019-09-03,5674
5675,149,301,A,R,2022-12-04,5675
5676,504,210,V,A,2019-11-10,5676
5677,328,67,V,R,2020-01-28,5677
5678,212,119,A,R,2023-06-23,5678
5679,358,496,V,P,2021-11-12,5679
5680,408,193,V,R,2021-05-25,5680
5681,111,490,A,P,2021-04-23,5681
5682,85,143,A,P,2021-01-05,5682
5683,272,3,A,R,2019-04-04,5683
5684,602,304,V,A,2023-03-19,5684
5685,557,374,V,R,2019-11-23,5685
5686,512,307,A,P,2019-11-04,5686
5687,169,407,V,A,2023-09-04,5687
5688,501,321,A,R,2019-11-04,5688
5689,552,96,V,F,2023-09-25,5689
5690,94,365,V,P,2022-09-02,5690
5691,307,385,A,A,2020-08-02,5691
5692,285,53,A,A,2021-12-01,5692
5693,585,483,V,P,2019-01-28,5693
5694,119,155,V,A,2019-03-04,5694
5695,85,101,V,P,2019-06-24,5695
5696,413,116,A,P,2022-04-08,5696
5697,357,162,V,F,2019-08-03,5697
5698,303,172,V,A,2022-07-11,5698
5699,283,376,A,R,2019-10-09,5699
5700,277,414,V,F,2021-11-10,5700
5701,219,324,V,A,2022-04-14,5701
5702,94,213,V,P,2022-08-31,5702
5703,530,308,V,A,2024-01-12,5703
5704,208,118,A,R,2023-12-12,5704
5705,139,246,A,P,2021-12-09,5705
5706,389,365,V,P,2020-02-29,5706
5707,518,258,A,A,2019-02-05,5707
5708,379,350,V,R,2022-12-03,5708
5709,186,409,A,P,2024-05-08,5709
5710,472,244,V,A,2022-12-02,5710
5711,333,348,A,R,2021-04-18,5711
5712,127,56,V,F,2022-10-07,5712
5713,251,294,A,P,2024-01-22,5713
5714,590,424,V,R,2019-06-18,5714
5715,500,33,V,A,2020-07-21,5715
5716,375,37,V,R,2022-04-14,5716
5717,195,388,V,P,2023-09-01,5717
5718,130,97,A,A,2021-09-04,5718
5719,423,451,V,A,2021-03-20,5719
5720,81,127,A,R,2020-07-04,5720
5721,249,77,V,A,2020-09-25,5721
5722,163,332,V,F,2019-04-14,5722
5723,580,250,V,A,2020-02-06,5723
5724,268,4,A,P,2022-09-20,5724
5725,614,4,A,F,2019-09-26,5725
5726,310,203,V,R,2022-12-31,5726
5727,468,105,V,P,2019-04-30,5727
5728,365,177,V,P,2023-04-03,5728
5729,57,197,A,P,2024-03-02,5729
5730,7,270,V,P,2022-11-14,5730
5731,313,493,V,R,2023-08-29,5731
5732,537,364,V,F,2020-05-04,5732
5733,402,154,V,P,2020-11-11,5733
5734,279,105,A,P,2019-03-29,5734
5735,537,31,V,F,2020-11-08,5735
5736,544,345,V,P,2021-01-07,5736
5737,345,460,A,A,2023-03-01,5737
5738,140,429,A,A,2020-03-29,5738
5739,605,47,A,A,2019-09-10,5739
5740,108,459,V,P,2023-03-11,5740
5741,359,401,V,R,2021-11-22,5741
5742,531,90,A,R,2023-02-13,5742
5743,562,388,V,R,2019-11-20,5743
5744,324,336,V,R,2020-10-01,5744
5745,286,243,V,F,2022-10-29,5745
5746,414,171,V,P,2020-01-09,5746
5747,107,415,A,P,2023-02-11,5747
5748,94,71,V,P,2021-01-19,5748
5749,514,466,A,F,2023-05-22,5749
5750,539,180,V,F,2020-07-07,5750
5751,233,245,A,P,2019-08-13,5751
5752,166,440,A,F,2021-05-04,5752
5753,566,209,A,F,2023-07-12,5753
5754,532,277,V,P,2021-07-30,5754
5755,252,215,A,A,2022-06-26,5755
5756,259,240,A,F,2023-03-21,5756
5757,75,58,A,P,2019-10-20,5757
5758,167,457,V,F,2020-05-24,5758
5759,142,224,V,F,2021-10-10,5759
5760,464,17,A,A,2019-10-29,5760
5761,612,469,A,F,2021-10-26,5761
5762,591,385,V,A,2024-05-21,5762
5763,230,152,A,R,2019-07-01,5763
5764,564,215,V,F,2020-08-24,5764
5765,27,105,V,P,2023-05-25,5765
5766,222,37,V,A,2021-12-12,5766
5767,22,338,V,P,2022-09-25,5767
5768,535,414,A,P,2019-12-06,5768
5769,246,347,V,P,2021-11-23,5769
5770,91,23,A,A,2021-06-08,5770
5771,457,34,A,P,2019-03-04,5771
5772,584,133,A,F,2022-03-05,5772
5773,536,242,V,P,2024-03-09,5773
5774,409,53,V,R,2020-07-27,5774
5775,521,92,V,P,2020-09-18,5775
5776,356,59,V,F,2019-08-31,5776
5777,384,265,A,F,2022-12-03,5777
5778,231,452,V,F,2023-03-05,5778
5779,601,452,A,P,2022-08-16,5779
5780,261,391,V,F,2022-04-25,5780
5781,445,327,V,P,2019-09-16,5781
5782,131,35,A,A,2021-07-27,5782
5783,590,95,A,R,2023-01-17,5783
5784,540,173,V,F,2019-12-16,5784
5785,365,377,A,F,2021-06-20,5785
5786,362,197,V,R,2019-07-09,5786
5787,248,392,V,A,2024-03-20,5787
5788,521,255,V,F,2022-11-28,5788
5789,108,136,A,F,2021-12-25,5789
5790,438,206,A,R,2022-07-11,5790
5791,312,321,V,F,2019-11-23,5791
5792,305,101,A,R,2023-08-24,5792
5793,541,134,A,R,2019-07-29,5793
5794,302,322,A,P,2021-10-30,5794
5795,142,95,V,F,2021-05-25,5795
5796,329,421,A,F,2021-05-16,5796
5797,309,226,A,F,2022-08-16,5797
5798,310,189,A,F,2023-08-30,5798
5799,47,275,A,A,2022-02-20,5799
5800,142,328,V,P,2022-01-02,5800
5801,49,470,A,P,2021-11-05,5801
5802,379,214,V,A,2020-01-17,5802
5803,170,467,A,P,2021-01-19,5803
5804,7,69,A,F,2019-07-15,5804
5805,562,250,V,A,2020-07-10,5805
5806,500,484,A,A,2021-03-30,5806
5807,149,364,V,A,2024-02-20,5807
5808,596,499,V,R,2020-07-02,5808
5809,545,236,A,R,2019-08-28,5809
5810,464,344,A,R,2023-06-11,5810
5811,565,347,V,P,2021-12-30,5811
5812,362,142,A,P,2023-05-11,5812
5813,415,405,A,R,2024-03-20,5813
5814,135,353,V,P,2019-09-07,5814
5815,594,46,A,A,2021-06-29,5815
5816,505,390,V,A,2023-10-13,5816
5817,66,373,A,F,2019-12-15,5817
5818,181,151,A,P,2021-12-22,5818
5819,487,182,A,A,2022-01-22,5819
5820,525,340,A,A,2020-09-19,5820
5821,535,384,V,R,2023-02-20,5821
5822,550,110,A,R,2020-04-09,5822
5823,453,36,A,A,2024-01-17,5823
5824,167,450,V,F,2019-02-23,5824
5825,451,130,A,P,2021-06-25,5825
5826,133,161,A,P,2019-06-09,5826
5827,573,88,V,A,2019-06-16,5827
5828,614,239,V,P,2022-12-10,5828
5829,16,21,A,R,2023-08-27,5829
5830,15,349,V,R,2020-10-29,5830
5831,192,456,A,P,2019-01-27,5831
5832,476,131,V,A,2023-11-23,5832
5833,597,441,V,R,2023-08-25,5833
5834,142,458,A,F,2020-06-06,5834
5835,443,168,V,A,2020-01-28,5835
5836,365,188,A,F,2023-07-04,5836
5837,556,228,V,P,2021-10-17,5837
5838,513,237,V,F,2023-02-13,5838
5839,115,293,V,P,2021-11-27,5839
5840,420,456,V,F,2023-04-08,5840
5841,446,187,V,F,2021-11-17,5841
5842,425,148,A,R,2021-04-21,5842
5843,428,46,V,A,2023-08-14,5843
5844,405,204,V,F,2020-01-19,5844
5845,592,96,A,P,2023-02-14,5845
5846,167,91,A,A,2022-08-24,5846
5847,366,20,A,F,2021-10-20,5847
5848,347,148,V,A,2021-02-22,5848
5849,129,449,V,F,2020-04-23,5849
5850,99,288,V,A,2019-01-23,5850
5851,537,10,V,P,2019-08-04,5851
5852,171,251,A,A,2021-02-05,5852
5853,562,219,V,R,2019-08-22,5853
5854,23,464,A,A,2019-02-25,5854
5855,402,158,V,A,2024-02-07,5855
5856,319,221,A,F,2019-05-15,5856
5857,130,488,A,F,2021-03-20,5857
5858,129,50,A,R,2024-03-01,5858
5859,471,419,A,A,2019-04-18,5859
5860,346,220,V,F,2023-10-04,5860
5861,177,207,A,R,2021-09-26,5861
5862,330,190,V,F,2024-05-23,5862
5863,460,281,V,R,2021-12-15,5863
5864,123,441,A,A,2023-08-12,5864
5865,495,192,A,A,2020-08-25,5865
5866,346,133,A,A,2023-12-01,5866
5867,314,127,V,F,2023-01-04,5867
5868,366,125,A,F,2023-04-06,5868
5869,603,171,A,P,2021-07-20,5869
5870,213,464,A,P,2022-04-23,5870
5871,566,157,V,F,2023-07-02,5871
5872,467,242,V,F,2020-09-09,5872
5873,430,356,V,P,2022-08-28,5873
5874,325,411,A,F,2021-09-03,5874
5875,491,386,V,A,2021-04-26,5875
5876,566,44,A,P,2020-05-14,5876
5877,412,480,V,P,2023-10-01,5877
5878,353,328,V,A,2020-04-26,5878
5879,16,223,V,A,2020-08-16,5879
5880,454,492,V,R,2019-12-04,5880
5881,265,88,V,A,2022-03-17,5881
5882,201,327,V,F,2020-06-20,5882
5883,215,149,V,A,2023-03-20,5883
5884,312,65,V,R,2024-04-07,5884
5885,538,230,A,P,2020-05-11,5885
5886,348,380,A,P,2019-06-04,5886
5887,143,339,V,A,2021-09-20,5887
5888,284,489,A,R,2022-10-27,5888
5889,395,408,A,R,2023-02-15,5889
5890,405,242,V,F,2021-06-29,5890
5891,551,86,A,A,2022-07-27,5891
5892,289,246,A,F,2019-03-20,5892
5893,92,349,A,P,2023-11-02,5893
5894,326,271,A,P,2022-02-23,5894
5895,34,246,V,P,2021-02-17,5895
5896,579,266,A,P,2022-03-18,5896
5897,218,461,V,P,2024-04-19,5897
5898,262,374,V,A,2022-12-20,5898
5899,100,50,V,A,2019-11-19,5899
5900,594,397,A,P,2021-09-22,5900
5901,131,59,A,A,2019-07-22,5901
5902,145,254,A,A,2020-01-22,5902
5903,533,355,A,P,2020-03-22,5903
5904,550,70,V,P,2019-08-25,5904
5905,474,284,V,R,2019-07-23,5905
5906,483,315,V,R,2024-03-28,5906
5907,221,141,V,P,2021-12-04,5907
5908,302,7,V,F,2022-12-20,5908
5909,93,209,A,P,2023-04-26,5909
5910,167,180,V,A,2022-12-04,5910
5911,370,421,A,A,2019-12-17,5911
5912,542,202,V,A,2024-03-29,5912
5913,368,331,A,P,2021-08-12,5913
5914,546,222,V,R,2023-05-13,5914
5915,231,60,V,P,2020-05-23,5915
5916,428,224,A,P,2023-11-26,5916
5917,73,408,V,A,2024-01-08,5917
5918,531,497,V,A,2021-11-11,5918
5919,322,346,A,R,2021-09-22,5919
5920,351,464,A,R,2019-03-31,5920
5921,221,35,V,F,2023-07-22,5921
5922,506,90,A,F,2020-11-24,5922
5923,56,4,V,P,2021-06-30,5923
5924,384,469,A,R,2021-03-27,5924
5925,209,480,A,P,2021-03-19,5925
5926,23,81,V,P,2023-07-27,5926
5927,358,345,V,P,2023-09-23,5927
5928,609,122,V,P,2021-03-09,5928
5929,609,404,V,R,2023-09-20,5929
5930,248,245,V,A,2022-04-02,5930
5931,216,40,V,P,2021-07-29,5931
5932,358,472,V,P,2022-01-09,5932
5933,273,112,V,P,2022-07-28,5933
5934,370,190,A,F,2019-04-14,5934
5935,370,277,V,F,2019-11-15,5935
5936,295,33,A,A,2020-02-29,5936
5937,610,231,V,P,2019-09-05,5937
5938,155,41,A,F,2019-03-11,5938
5939,471,88,V,R,2023-03-20,5939
5940,401,130,A,P,2022-03-06,5940
5941,368,148,A,A,2021-10-11,5941
5942,175,485,A,R,2020-02-27,5942
5943,4,56,A,P,2021-01-15,5943
5944,453,202,A,P,2020-04-13,5944
5945,296,368,A,F,2022-02-23,5945
5946,616,359,V,R,2020-05-05,5946
5947,564,153,A,R,2024-02-07,5947
5948,95,264,A,A,2023-04-28,5948
5949,321,329,V,P,2019-04-28,5949
5950,335,40,A,F,2022-07-21,5950
5951,294,429,A,A,2020-11-05,5951
5952,295,401,V,F,2022-03-06,5952
5953,79,218,A,R,2022-08-31,5953
5954,372,421,V,P,2022-08-29,5954
5955,386,253,A,F,2023-05-30,5955
5956,133,152,V,P,2019-01-29,5956
5957,337,124,A,P,2022-03-25,5957
5958,348,277,A,R,2024-04-03,5958
5959,282,404,A,F,2024-05-01,5959
5960,328,211,V,R,2019-10-23,5960
5961,533,224,V,A,2024-03-09,5961
5962,323,190,V,F,2020-04-15,5962
5963,257,168,A,A,2023-09-27,5963
5964,45,439,V,F,2021-07-19,5964
5965,519,483,V,F,2022-12-24,5965
5966,614,342,V,F,2021-11-10,5966
5967,9,51,A,F,2022-06-08,5967
5968,472,132,V,P,2022-11-26,5968
5969,409,164,A,A,2019-01-17,5969
5970,255,441,A,P,2021-06-13,5970
5971,70,342,V,R,2020-06-09,5971
5972,26,122,A,P,2024-03-04,5972
5973,418,500,A,A,2019-12-27,5973
5974,469,499,V,P,2021-10-07,5974
5975,165,86,V,P,2023-03-25,5975
5976,452,232,A,F,2022-09-30,5976
5977,28,351,V,F,2023-04-19,5977
5978,211,167,A,A,2020-02-22,5978
5979,512,124,V,A,2024-02-09,5979
5980,383,418,A,R,2022-02-04,5980
5981,163,211,V,F,2021-07-03,5981
5982,290,125,A,R,2023-08-26,5982
5983,246,185,A,P,2022-04-15,5983
5984,226,389,A,A,2023-10-29,5984
5985,527,243,A,P,2023-06-03,5985
5986,572,258,V,F,2022-12-16,5986
5987,506,242,A,F,2020-06-18,5987
5988,544,123,V,P,2021-11-24,5988
5989,418,110,V,P,2023-07-11,5989
5990,533,483,V,A,2023-07-18,5990
5991,338,390,V,P,2023-09-05,5991
5992,75,372,A,F,2024-02-26,5992
5993,293,64,V,P,2023-09-12,5993
5994,536,236,A,P,2023-07-05,5994
5995,173,417,A,F,2019-06-03,5995
5996,505,487,A,A,2022-08-21,5996
5997,513,64,A,F,2021-02-06,5997
5998,358,161,V,P,2021-01-12,5998
5999,213,205,A,P,2022-12-16,5999
6000,294,371,V,F,2022-08-23,6000
6001,183,435,A,P,2021-12-13,6001
6002,558,307,A,A,2019-04-17,6002
6003,356,485,A,P,2019-05-15,6003
6004,461,82,V,R,2020-01-14,6004
6005,514,288,V,F,2023-09-05,6005
6006,579,460,A,P,2024-05-23,6006
6007,401,117,V,P,2024-02-08,6007
6008,603,334,V,R,2021-08-13,6008
6009,79,180,A,A,2023-05-05,6009
6010,122,361,A,F,2021-11-30,6010
6011,246,282,V,A,2019-06-20,6011
6012,473,128,V,P,2023-03-01,6012
6013,191,161,A,R,2022-02-18,6013
6014,493,404,A,A,2019-03-23,6014
6015,548,28,A,F,2024-03-07,6015
6016,255,147,V,F,2020-11-27,6016
6017,390,448,A,F,2022-01-26,6017
6018,188,481,V,R,2022-08-09,6018
6019,119,158,V,A,2022-12-07,6019
6020,263,385,A,A,2019-12-29,6020
6021,460,205,V,R,2021-11-21,6021
6022,281,310,A,P,2020-12-17,6022
6023,414,495,A,P,2019-03-22,6023
6024,180,156,A,R,2019-08-12,6024
6025,548,304,V,R,2021-06-01,6025
6026,199,440,A,R,2019-08-05,6026
6027,403,282,A,A,2024-05-28,6027
6028,371,54,V,R,2023-08-09,6028
6029,183,39,V,P,2020-07-05,6029
6030,530,117,V,P,2023-05-23,6030
6031,115,497,V,P,2019-10-27,6031
6032,381,453,A,F,2024-03-07,6032
6033,90,9,A,A,2023-07-25,6033
6034,28,111,V,P,2024-02-10,6034
6035,438,389,A,F,2022-11-25,6035
6036,244,150,V,R,2021-07-07,6036
6037,605,458,V,R,2021-05-03,6037
6038,270,18,A,A,2021-07-20,6038
6039,380,197,A,F,2024-04-04,6039
6040,466,343,V,R,2023-08-30,6040
6041,351,475,V,F,2022-07-31,6041
6042,501,448,A,P,2021-09-09,6042
6043,156,376,A,P,2023-01-02,6043
6044,164,453,A,F,2022-09-14,6044
6045,354,19,V,F,2020-05-12,6045
6046,551,71,V,F,2019-05-02,6046
6047,18,217,V,P,2021-01-25,6047
6048,276,469,A,A,2022-10-26,6048
6049,579,52,V,P,2023-11-17,6049
6050,539,333,V,A,2021-07-20,6050
6051,548,77,A,F,2023-10-14,6051
6052,39,308,A,F,2019-05-07,6052
6053,265,379,V,F,2022-09-04,6053
6054,248,266,V,A,2022-05-10,6054
6055,548,349,A,R,2021-12-21,6055
6056,61,338,V,R,2023-02-07,6056
6057,126,428,V,A,2020-02-16,6057
6058,485,309,V,P,2022-03-27,6058
6059,411,45,A,F,2024-01-20,6059
6060,531,445,A,P,2020-03-30,6060
6061,220,397,A,F,2021-05-24,6061
6062,207,363,V,R,2024-02-07,6062
6063,419,382,A,R,2020-02-01,6063
6064,466,41,A,P,2024-03-01,6064
6065,115,491,A,R,2021-04-08,6065
6066,398,279,A,P,2023-07-21,6066
6067,43,457,A,R,2024-03-18,6067
6068,521,387,A,A,2019-09-16,6068
6069,496,444,V,F,2021-12-10,6069
6070,384,403,A,A,2019-10-13,6070
6071,193,116,A,P,2023-09-22,6071
6072,306,16,A,F,2023-05-09,6072
6073,36,348,A,R,2021-02-22,6073
6074,389,50,V,P,2020-12-17,6074
6075,140,311,A,R,2020-04-24,6075
6076,119,240,A,P,2022-03-30,6076
6077,110,350,A,R,2021-06-08,6077
6078,615,276,A,A,2020-11-19,6078
6079,599,23,A,F,2023-11-07,6079
6080,308,355,A,F,2021-07-21,6080
6081,329,150,A,A,2019-07-06,6081
6082,283,179,A,A,2022-12-16,6082
6083,433,267,V,R,2019-02-16,6083
6084,294,357,V,A,2019-01-05,6084
6085,564,203,V,P,2023-05-07,6085
6086,176,278,V,F,2021-12-01,6086
6087,380,39,V,A,2020-04-12,6087
6088,80,87,V,A,2020-05-25,6088
6089,598,363,A,A,2023-01-21,6089
6090,494,106,V,F,2022-09-26,6090
6091,450,222,V,F,2024-02-05,6091
6092,277,319,V,A,2019-01-20,6092
6093,140,52,A,F,2020-08-08,6093
6094,140,287,A,F,2023-11-07,6094
6095,232,276,A,R,2022-04-05,6095
6096,550,484,A,R,2019-11-25,6096
6097,164,155,A,F,2024-05-20,6097
6098,581,474,V,P,2024-04-17,6098
6099,318,228,A,F,2021-04-18,6099
6100,591,100,V,R,2020-12-21,6100
6101,72,458,A,F,2020-01-11,6101
6102,563,303,V,R,2022-10-20,6102
6103,143,436,A,P,2023-11-24,6103
6104,523,338,V,P,2019-08-01,6104
6105,533,140,V,A,2023-11-08,6105
6106,98,272,V,R,2019-07-14,6106
6107,18,71,A,F,2021-09-11,6107
6108,279,143,V,P,2019-07-04,6108
6109,295,426,A,P,2022-11-22,6109
6110,547,481,A,P,2023-04-21,6110
6111,437,143,V,R,2024-03-23,6111
6112,190,413,V,A,2020-03-06,6112
6113,265,357,A,A,2024-01-19,6113
6114,577,473,V,A,2021-12-02,6114
6115,154,349,V,A,2022-04-12,6115
6116,193,278,V,R,2021-11-23,6116
6117,96,499,A,F,2024-04-28,6117
6118,556,231,V,R,2023-09-01,6118
6119,511,494,A,A,2021-03-10,6119
6120,206,373,A,P,2022-01-15,6120
6121,410,65,A,R,2020-02-03,6121
6122,181,53,A,P,2022-01-21,6122
6123,204,292,A,P,2022-10-07,6123
6124,500,327,V,P,2020-11-28,6124
6125,598,21,V,F,2020-07-21,6125
6126,170,338,A,R,2023-01-26,6126
6127,164,102,V,R,2024-02-17,6127
6128,532,91,V,A,2021-07-02,6128
6129,403,300,A,P,2022-08-12,6129
6130,449,201,V,F,2022-08-14,6130
6131,184,181,A,A,2020-04-09,6131
6132,555,184,V,R,2022-11-09,6132
6133,599,335,V,R,2019-11-08,6133
6134,394,4,V,P,2022-09-05,6134
6135,579,497,V,P,2022-11-04,6135
6136,316,30,A,P,2023-03-05,6136
6137,615,239,A,A,2021-10-24,6137
6138,558,35,A,A,2020-10-02,6138
6139,471,419,A,A,2022-07-20,6139
6140,614,309,A,A,2022-10-06,6140
6141,94,119,V,F,2019-12-22,6141
6142,358,87,A,R,2022-04-10,6142
6143,293,392,V,R,2023-03-24,6143
6144,555,95,A,F,2021-09-27,6144
6145,393,50,A,R,2020-05-30,6145
6146,463,85,V,P,2023-03-03,6146
6147,88,99,V,F,2021-07-11,6147
6148,99,351,V,F,2023-11-11,6148
6149,357,47,V,P,2024-01-31,6149
6150,385,370,V,A,2022-05-17,6150
6151,210,349,A,P,2022-02-15,6151
6152,531,284,V,A,2023-08-13,6152
6153,585,324,A,F,2020-05-14,6153
6154,484,366,V,A,2019-04-17,6154
6155,430,485,A,F,2021-02-02,6155
6156,490,281,A,A,2021-06-25,6156
6157,603,254,V,A,2023-09-12,6157
6158,44,80,A,F,2019-01-14,6158
6159,36,99,A,F,2020-05-16,6159
6160,414,107,A,A,2023-03-30,6160
6161,288,218,V,P,2020-11-25,6161
6162,78,386,V,R,2024-05-29,6162
6163,308,209,V,A,2020-11-06,6163
6164,54,492,V,P,2022-03-03,6164
6165,488,39,V,A,2021-09-04,6165
6166,115,34,V,R,2020-12-21,6166
6167,411,264,V,R,2022-08-02,6167
6168,228,165,A,R,2021-02-16,6168
6169,228,57,V,A,2022-06-20,6169
6170,469,98,A,F,2024-01-25,6170
6171,615,280,A,P,2021-12-22,6171
6172,152,343,A,P,2021-08-18,6172
