cod_ticket,fecha_entrega
2895,2022-05-18
2896,2021-08-28
2897,2024-06-29
2898,2024-01-20
2899,2022-04-27
2900,2022-05-21
2901,2023-01-14
2902,2024-06-07
2903,2023-01-01
2904,2020-03-01
2905,2023-06-12
2906,2024-05-23
2907,2023-03-05
2908,2024-03-19
2909,2022-12-17
2910,2021-12-11
2911,2024-01-27
2912,2021-04-21
2913,2022-08-26
2914,2022-10-11
2915,2020-09-08
2916,2021-01-01
2917,2021-03-10
2918,2023-09-12
2919,2022-01-29
2920,2024-01-10
2921,2020-03-23
2922,2022-07-16
2923,2020-11-17
2924,2023-03-27
2925,2021-10-27
2926,2020-10-08
2927,2020-10-22
2928,2023-03-05
2929,2021-09-06
2930,2021-08-29
2931,2023-01-25
2932,2022-01-07
2933,2021-04-29
2934,2023-04-17
2935,2024-06-20
2936,2022-01-24
2937,2023-03-14
2938,2023-12-22
2939,2022-05-14
2940,2022-09-25
2941,2024-05-07
2942,2020-01-25
2943,2024-04-13
2944,2021-07-06
2945,2022-09-14
2946,2023-10-01
2947,2022-11-28
2948,2022-05-09
2949,2023-06-29
2950,2020-09-09
2951,2021-05-01
2952,2021-07-26
2953,2024-02-06
2954,2022-03-02
2955,2021-07-01
2956,2023-02-07
2957,2022-04-20
2958,2021-12-22
2959,2024-03-01
2960,2022-06-10
2961,2022-07-04
2962,2020-07-30
2963,2022-04-12
2964,2022-10-22
2965,2022-06-26
2966,2023-08-04
2967,2022-04-11
2968,2024-01-22
2969,2021-01-01
2970,2021-11-10
2971,2023-10-05
2972,2023-08-08
2973,2021-10-06
2974,2021-05-30
2975,2020-10-10
2976,2021-11-13
2977,2022-09-27
2978,2023-05-27
2979,2024-05-16
2980,2022-09-10
2981,2021-07-29
2982,2020-07-30
2983,2020-10-21
2984,2021-10-17
2985,2021-10-05
2986,2020-02-21
2987,2024-05-15
2988,2023-03-22
2989,2022-07-15
2990,2022-05-21
2991,2022-03-06
2992,2023-06-19
2993,2023-03-13
2994,2023-11-20
2995,2020-02-24
2996,2022-01-01
2997,2024-05-27
2998,2023-07-12
2999,2022-09-22
3000,2020-05-23
3001,2021-02-19
3002,2020-06-03
3003,2022-07-21
3004,2020-09-26
3005,2024-05-09
3006,2024-03-02
3007,2024-01-17
3008,2021-03-07
3009,2021-05-17
3010,2020-11-10
3011,2023-11-06
3012,2020-12-06
3013,2023-01-26
3014,2022-06-28
3015,2021-05-15
3016,2022-05-02
3017,2022-02-10
3018,2023-07-16
3019,2020-04-20
3020,2021-06-09
3021,2022-04-09
3022,2021-03-21
3023,2024-05-04
3024,2023-05-20
3025,2021-08-20
3026,2021-07-12
3027,2021-12-29
3028,2022-12-18
3029,2023-10-04
3030,2022-04-23
3031,2020-11-19
3032,2023-09-30
3033,2020-11-04
3034,2020-07-21
3035,2024-05-09
3036,2024-02-19
3037,2022-03-15
3038,2021-11-19
3039,2023-08-14
3040,2023-05-04
3041,2020-03-18
3042,2021-07-13
3043,2023-06-19
3044,2024-03-14
3045,2021-07-06
3046,2021-11-26
3047,2020-06-04
3048,2020-05-22
3049,2024-07-18
3050,2022-01-27
3051,2023-07-20
3052,2022-10-05
3053,2023-04-18
3054,2022-09-29
3055,2020-08-26
3056,2022-12-14
3057,2020-11-10
3058,2021-06-05
3059,2021-08-24
3060,2020-10-11
3061,2023-12-17
3062,2024-01-07
3063,2024-01-17
3064,2021-11-07
3065,2021-06-17
3066,2022-03-21
3067,2021-12-02
3068,2024-05-05
3069,2024-05-24
3070,2022-08-23
3071,2024-01-11
3072,2022-11-09
3073,2024-02-25
3074,2021-03-01
3075,2020-05-08
3076,2023-08-01
3077,2020-03-07
3078,2021-03-11
3079,2024-01-15
3080,2022-04-12
3081,2024-07-08
3082,2023-06-06
3083,2024-07-09
3084,2023-03-19
3085,2021-05-29
3086,2024-03-30
3087,2021-12-14
3088,2021-02-03
3089,2022-05-17
3090,2022-09-20
3091,2021-05-19
3092,2020-07-09
3093,2020-01-16
3094,2020-04-20
3095,2020-02-20
3096,2022-01-15
3097,2023-10-16
3098,2022-11-13
3099,2020-07-28
3100,2021-02-17
3101,2023-04-30
3102,2020-04-03
3103,2022-08-27
3104,2021-10-04
3105,2020-03-01
3106,2022-09-07
3107,2021-10-20
3108,2021-05-28
3109,2021-10-22
3110,2022-10-29
3111,2020-04-21
3112,2020-01-29
3113,2021-09-02
3114,2024-05-27
3115,2021-11-17
3116,2023-06-29
3117,2020-02-26
3118,2022-11-01
3119,2023-06-09
3120,2024-02-04
3121,2020-12-18
3122,2022-10-16
3123,2021-03-05
3124,2023-07-06
3125,2023-04-16
3126,2022-03-31
3127,2020-10-01
3128,2023-10-08
3129,2020-03-23
3130,2021-07-29
3131,2022-12-15
3132,2022-04-25
3133,2022-06-18
3134,2020-12-04
3135,2020-03-27
3136,2023-04-21
3137,2021-12-30
3138,2020-07-28
3139,2021-02-17
3140,2021-06-25
3141,2022-08-04
3142,2021-05-14
3143,2022-06-09
3144,2020-06-04
3145,2020-12-25
3146,2021-02-27
3147,2020-05-03
3148,2020-10-11
3149,2024-01-23
3150,2022-08-22
3151,2023-11-09
3152,2020-02-18
3153,2022-05-06
3154,2020-03-28
3155,2021-07-06
3156,2021-04-04
3157,2021-12-17
3158,2020-12-04
3159,2022-11-23
3160,2024-04-16
3161,2020-12-20
3162,2020-09-19
3163,2021-11-23
3164,2023-01-09
3165,2022-08-08
3166,2020-04-18
3167,2020-01-05
3168,2022-10-08
3169,2020-08-10
3170,2021-01-18
3171,2024-02-17
3172,2024-01-12
3173,2021-12-02
3174,2023-09-29
3175,2022-01-04
3176,2022-05-07
3177,2023-09-09
3178,2020-04-16
3179,2021-11-03
3180,2022-09-12
3181,2022-07-05
3182,2022-05-07
3183,2020-03-10
3184,2020-04-26
3185,2024-01-05
3186,2021-12-05
3187,2020-03-01
3188,2024-07-19
3189,2024-04-26
3190,2020-07-13
3191,2020-11-06
3192,2022-04-11
3193,2023-03-08
3194,2020-07-05
3195,2020-12-27
3196,2023-01-03
3197,2022-11-26
3198,2023-08-09
3199,2021-04-09
3200,2020-09-02
3201,2023-05-17
3202,2021-10-07
3203,2020-08-26
3204,2022-06-20
3205,2022-03-29
3206,2023-09-06
3207,2020-09-22
3208,2021-12-31
3209,2021-02-25
3210,2022-02-12
3211,2023-05-20
3212,2021-01-19
3213,2021-10-05
3214,2022-07-10
3215,2021-03-26
3216,2021-03-22
3217,2020-09-02
3218,2023-10-09
3219,2021-05-13
3220,2023-02-14
3221,2023-08-22
3222,2021-02-28
3223,2023-02-15
3224,2020-03-29
3225,2020-04-27
3226,2022-02-14
3227,2020-03-26
3228,2024-04-24
3229,2021-06-17
3230,2022-09-26
3231,2020-01-14
3232,2020-03-29
3233,2022-01-29
3234,2023-02-17
3235,2023-04-21
3236,2023-06-25
3237,2020-12-24
3238,2023-01-08
3239,2021-07-03
3240,2022-09-04
3241,2022-12-19
3242,2024-06-19
3243,2023-02-05
3244,2023-04-19
3245,2023-02-12
3246,2023-05-14
3247,2020-12-10
3248,2024-06-29
3249,2022-08-14
3250,2023-10-11
3251,2020-12-19
3252,2021-04-23
3253,2021-12-07
3254,2021-02-11
3255,2020-02-06
3256,2021-08-07
3257,2022-04-26
3258,2020-03-28
3259,2022-10-21
3260,2022-02-01
3261,2023-08-20
3262,2023-03-11
3263,2020-05-11
3264,2020-10-22
3265,2020-04-10
3266,2023-08-12
3267,2022-08-27
3268,2020-12-15
3269,2021-01-25
3270,2022-12-18
3271,2021-09-29
3272,2020-01-16
3273,2022-06-29
3274,2020-03-22
3275,2020-08-02
3276,2022-12-03
3277,2023-03-15
3278,2024-06-29
3279,2020-06-24
3280,2020-02-21
3281,2024-05-16
3282,2022-11-07
3283,2022-07-30
3284,2023-05-11
3285,2022-01-01
3286,2024-01-01
3287,2020-11-28
3288,2021-07-16
3289,2024-02-07
3290,2021-04-03
3291,2022-06-02
3292,2024-07-25
3293,2022-06-25
3294,2022-05-11
3295,2022-01-17
3296,2022-09-29
3297,2021-04-08
3298,2024-03-24
3299,2022-06-11
3300,2023-05-19
3301,2020-11-22
3302,2022-04-03
3303,2022-09-15
3304,2023-03-05
3305,2024-03-11
3306,2021-10-26
3307,2020-05-14
3308,2021-11-14
3309,2020-12-08
3310,2024-04-30
3311,2023-08-04
3312,2020-12-17
3313,2024-07-07
3314,2020-01-15
3315,2020-07-24
3316,2024-02-19
3317,2023-06-11
3318,2020-01-17
3319,2024-05-18
3320,2024-03-30
3321,2023-04-27
3322,2020-04-29
3323,2023-11-04
3324,2020-02-05
3325,2024-05-09
3326,2023-11-19
3327,2022-01-14
3328,2023-11-27
3329,2023-08-09
3330,2021-03-19
3331,2022-06-27
3332,2020-01-18
3333,2022-10-24
3334,2020-08-28
3335,2021-09-13
3336,2022-01-05
3337,2024-05-17
3338,2020-11-03
3339,2022-10-29
3340,2020-02-07
3341,2020-08-26
3342,2020-05-27
3343,2022-07-14
3344,2021-12-23
3345,2021-04-23
3346,2023-01-04
3347,2023-03-08
3348,2024-01-06
3349,2022-08-10
3350,2023-02-22
3351,2021-08-09
3352,2022-02-25
3353,2022-09-07
3354,2020-03-29
3355,2022-06-18
3356,2021-11-19
3357,2021-09-06
3358,2022-08-19
3359,2021-11-25
3360,2024-06-22
3361,2024-01-26
3362,2022-04-24
3363,2024-04-10
3364,2021-01-01
3365,2021-11-18
3366,2020-07-10
3367,2023-01-13
3368,2022-07-19
3369,2024-02-22
3370,2021-03-09
3371,2021-09-20
3372,2023-02-15
3373,2022-03-18
3374,2024-01-04
3375,2020-04-23
3376,2023-10-14
3377,2022-05-27
3378,2020-10-04
3379,2020-12-07
3380,2023-07-30
3381,2024-05-30
3382,2022-01-02
3383,2022-10-15
3384,2021-10-07
3385,2022-11-29
3386,2020-06-24
3387,2020-02-26
3388,2020-09-21
3389,2021-04-21
3390,2020-06-03
3391,2021-10-01
3392,2023-04-02
3393,2021-07-30
3394,2020-07-23
3395,2023-10-17
3396,2021-05-30
3397,2022-02-14
3398,2022-09-08
3399,2022-08-16
3400,2024-01-04
3401,2023-07-31
3402,2022-10-05
3403,2021-02-06
3404,2024-07-26
3405,2023-09-23
3406,2022-03-07
3407,2022-06-16
3408,2023-05-07
3409,2021-04-04
3410,2022-07-08
3411,2021-08-25
3412,2023-06-22
3413,2022-09-09
3414,2020-05-08
3415,2023-01-26
3416,2023-05-07
3417,2022-10-23
3418,2024-03-18
3419,2023-11-10
3420,2020-02-14
3421,2023-01-28
3422,2021-07-27
3423,2021-02-20
3424,2020-06-02
3425,2022-07-26
3426,2021-06-30
3427,2021-12-13
3428,2024-07-04
3429,2021-03-28
3430,2024-01-07
3431,2021-12-14
3432,2021-07-12
3433,2024-01-26
3434,2020-05-14
3435,2020-09-15
3436,2022-01-15
3437,2023-01-10
3438,2023-04-03
3439,2021-12-20
3440,2022-10-09
3441,2021-04-15
3442,2020-12-10
3443,2022-09-20
3444,2022-11-19
3445,2021-08-08
3446,2021-01-27
3447,2020-01-13
3448,2021-12-23
3449,2021-11-13
3450,2024-05-08
3451,2022-10-16
3452,2022-02-15
3453,2021-02-23
3454,2021-11-06
3455,2022-08-29
3456,2023-02-18
3457,2020-01-27
3458,2022-11-03
3459,2023-10-28
3460,2022-10-24
3461,2021-06-12
3462,2023-06-10
3463,2023-10-04
3464,2020-05-14
3465,2022-06-19
3466,2021-06-14
3467,2022-02-13
3468,2024-05-14
3469,2024-07-10
3470,2022-03-31
3471,2022-08-20
3472,2023-06-30
3473,2023-09-01
3474,2022-12-19
3475,2024-06-13
3476,2022-02-05
3477,2023-05-31
3478,2023-10-24
3479,2021-12-01
3480,2022-06-24
3481,2023-05-11
3482,2021-03-02
3483,2024-01-20
3484,2022-04-04
3485,2021-11-27
3486,2022-08-04
3487,2023-01-01
3488,2022-02-01
3489,2023-07-01
3490,2024-06-23
3491,2022-05-12
3492,2023-10-17
3493,2024-04-13
3494,2020-05-03
3495,2023-03-07
3496,2020-02-12
3497,2020-09-30
3498,2021-02-26
3499,2024-06-12
3500,2024-07-12
3501,2021-10-29
3502,2024-04-08
3503,2021-05-17
3504,2022-02-14
3505,2023-09-08
3506,2022-01-30
3507,2023-09-23
3508,2023-12-02
3509,2022-10-03
3510,2024-06-26
3511,2020-12-23
3512,2022-06-06
3513,2022-12-23
3514,2021-06-20
3515,2022-11-14
3516,2024-03-11
3517,2020-09-09
3518,2023-04-14
3519,2021-12-13
3520,2022-08-10
3521,2023-11-08
3522,2022-03-12
3523,2021-09-28
3524,2020-03-12
3525,2020-11-29
3526,2023-07-27
3527,2021-06-29
3528,2024-01-27
3529,2021-05-22
3530,2023-03-22
3531,2021-03-30
3532,2020-11-10
3533,2021-07-10
3534,2021-01-21
3535,2023-04-17
3536,2022-03-02
3537,2023-12-05
3538,2021-08-27
3539,2024-06-03
3540,2022-08-20
3541,2023-03-01
3542,2020-09-12
3543,2021-05-16
3544,2023-06-01
3545,2020-08-28
3546,2023-10-11
3547,2021-10-26
3548,2020-01-06
3549,2020-05-31
3550,2021-10-23
3551,2023-03-22
3552,2022-11-08
3553,2024-01-05
3554,2021-04-24
3555,2021-09-12
3556,2023-09-30
3557,2023-03-19
3558,2021-06-25
3559,2024-04-09
3560,2022-06-01
3561,2020-09-15
3562,2021-02-09
3563,2020-09-23
3564,2023-04-24
3565,2023-01-04
3566,2021-10-15
3567,2021-01-14
3568,2023-03-01
3569,2022-02-21
3570,2021-03-20
3571,2022-08-25
3572,2021-09-13
3573,2021-01-09
3574,2023-04-17
3575,2022-02-12
3576,2022-02-01
3577,2022-04-11
3578,2021-02-08
3579,2020-08-17
3580,2022-08-22
3581,2021-02-23
3582,2023-01-27
3583,2023-12-12
3584,2023-09-30
3585,2021-12-04
3586,2020-02-14
3587,2023-11-03
3588,2022-06-11
3589,2022-11-04
3590,2020-06-20
3591,2022-07-22
3592,2022-02-18
3593,2021-09-28
3594,2021-11-30
3595,2021-07-18
3596,2021-07-19
3597,2021-09-15
3598,2020-08-20
3599,2020-12-06
3600,2023-05-26
3601,2022-09-23
3602,2021-07-12
3603,2021-05-29
3604,2020-07-17
3605,2021-09-26
3606,2023-08-03
3607,2023-05-04
3608,2021-04-12
3609,2020-06-13
3610,2023-06-03
3611,2022-09-11
3612,2020-08-10
3613,2021-06-30
3614,2023-07-04
3615,2020-10-21
3616,2023-07-13
3617,2023-09-17
3618,2021-12-01
3619,2020-04-20
3620,2023-03-09
3621,2021-05-23
3622,2023-01-10
3623,2024-05-17
3624,2021-06-29
3625,2022-04-23
3626,2020-05-25
3627,2020-10-25
3628,2021-04-25
3629,2023-03-24
3630,2021-04-01
3631,2022-08-28
3632,2021-03-08
3633,2022-05-03
3634,2022-10-03
3635,2023-06-22
3636,2022-09-08
3637,2020-11-14
3638,2024-07-15
3639,2021-02-15
3640,2021-06-20
3641,2021-10-03
3642,2023-05-27
3643,2022-10-08
3644,2024-01-27
3645,2022-05-16
3646,2020-10-18
3647,2024-02-12
3648,2023-10-10
3649,2020-10-24
3650,2023-09-01
3651,2023-04-04
3652,2024-02-12
3653,2022-03-06
3654,2021-07-16
3655,2020-04-18
3656,2022-11-12
3657,2024-05-09
3658,2022-01-02
3659,2020-03-13
3660,2020-09-11
3661,2020-08-29
3662,2022-08-23
3663,2022-11-17
3664,2023-07-18
3665,2024-04-08
3666,2021-08-24
3667,2021-01-12
3668,2024-07-06
3669,2020-12-24
3670,2024-06-13
3671,2021-10-10
3672,2024-05-01
3673,2020-03-15
3674,2022-10-29
3675,2023-02-06
3676,2024-07-23
3677,2022-03-08
3678,2021-01-02
3679,2020-09-20
3680,2021-05-06
3681,2021-03-03
3682,2022-05-18
3683,2020-11-21
3684,2024-04-16
3685,2020-03-16
3686,2021-04-30
3687,2021-03-12
3688,2021-07-16
3689,2021-09-23
3690,2021-05-12
3691,2021-05-23
3692,2020-08-19
3693,2023-11-18
3694,2023-10-23
3695,2021-07-23
3696,2021-07-21
3697,2024-05-09
3698,2021-11-18
3699,2023-08-31
3700,2020-12-11
3701,2022-12-31
3702,2020-11-25
3703,2022-01-03
3704,2023-01-16
3705,2020-06-02
3706,2020-10-21
3707,2022-12-23
3708,2023-08-02
3709,2022-02-24
3710,2022-07-06
3711,2021-10-11
3712,2022-07-06
3713,2020-09-29
3714,2024-05-04
3715,2023-02-07
3716,2021-06-02
3717,2021-02-20
3718,2024-05-28
3719,2021-09-14
3720,2022-09-23
3721,2021-11-20
3722,2023-12-24
3723,2021-08-27
3724,2022-03-01
3725,2023-03-20
3726,2022-12-07
3727,2023-12-30
3728,2020-03-26
3729,2021-02-15
3730,2024-07-01
3731,2024-06-06
3732,2022-08-01
3733,2023-07-01
3734,2021-01-25
3735,2021-05-14
3736,2024-01-06
3737,2021-05-23
3738,2021-12-25
3739,2020-09-12
3740,2024-06-24
3741,2023-12-12
3742,2022-12-28
3743,2021-01-16
3744,2023-01-27
3745,2022-10-19
3746,2024-04-13
3747,2021-11-03
3748,2022-03-11
3749,2021-12-18
3750,2020-04-20
3751,2023-11-03
3752,2022-04-17
3753,2022-02-02
3754,2021-02-27
3755,2022-04-25
3756,2023-05-01
3757,2020-06-21
3758,2023-08-09
3759,2022-03-18
3760,2023-04-17
3761,2022-12-28
3762,2020-04-12
3763,2020-08-13
3764,2023-02-23
3765,2021-06-02
3766,2023-02-23
3767,2020-11-25
3768,2024-01-11
3769,2021-12-19
3770,2022-03-19
3771,2024-03-06
3772,2023-09-25
3773,2023-05-29
3774,2020-03-10
3775,2023-02-24
3776,2021-12-14
3777,2024-06-25
3778,2020-03-23
3779,2020-12-09
3780,2020-07-13
3781,2021-05-11
3782,2024-06-20
3783,2024-06-20
3784,2023-02-17
3785,2023-08-15
3786,2022-08-11
3787,2022-02-06
3788,2020-08-19
3789,2021-05-10
3790,2022-01-14
3791,2021-07-26
3792,2020-04-25
3793,2020-08-06
3794,2024-02-14
3795,2020-11-26
3796,2024-05-10
3797,2021-01-25
3798,2024-01-17
3799,2020-09-17
3800,2020-02-08
3801,2022-10-20
3802,2024-02-09
3803,2022-02-23
3804,2022-06-13
3805,2020-04-23
3806,2024-05-28
3807,2020-03-02
3808,2021-03-17
3809,2021-01-21
3810,2022-04-02
3811,2020-02-12
3812,2020-04-15
3813,2020-03-21
3814,2022-03-22
3815,2020-11-24
3816,2020-04-25
3817,2022-03-23
3818,2021-08-29
3819,2022-06-02
3820,2020-03-23
3821,2022-07-04
3822,2023-08-02
3823,2020-01-26
3824,2020-12-13
3825,2021-03-11
3826,2023-02-23
3827,2020-04-04
3828,2021-10-24
3829,2022-10-04
3830,2023-09-24
3831,2023-04-07
3832,2021-03-11
3833,2024-03-05
3834,2024-06-14
3835,2021-07-05
3836,2023-09-01
3837,2021-07-27
3838,2020-09-12
3839,2020-08-21
3840,2022-08-17
3841,2020-01-05
3842,2021-03-07
3843,2022-11-02
3844,2021-11-24
3845,2024-02-13
3846,2020-10-06
3847,2021-04-29
3848,2023-07-08
3849,2020-05-13
3850,2023-10-02
3851,2023-03-20
3852,2024-06-16
3853,2021-06-30
3854,2024-02-24
3855,2024-06-29
3856,2023-01-22
3857,2021-12-10
3858,2020-09-22
3859,2022-02-25
3860,2022-12-30
3861,2021-02-26
3862,2020-08-03
3863,2021-03-22
3864,2024-04-25
3865,2022-02-17
3866,2020-01-10
3867,2021-12-15
3868,2022-05-18
3869,2021-03-08
3870,2022-12-15
3871,2023-11-26
3872,2020-11-29
3873,2020-10-18
3874,2022-12-18
3875,2021-04-08
3876,2020-10-08
3877,2023-08-12
3878,2021-01-09
3879,2020-06-15
3880,2023-04-14
3881,2023-05-05
3882,2021-10-09
3883,2021-11-10
3884,2022-07-09
3885,2021-03-09
3886,2020-03-30
3887,2020-01-31
3888,2020-03-05
3889,2021-05-23
3890,2024-07-29
3891,2023-12-11
3892,2022-07-12
3893,2024-02-17
3894,2021-12-30
3895,2021-11-15
3896,2021-07-22
3897,2022-10-08
3898,2023-11-07
3899,2023-06-14
3900,2022-08-02
3901,2020-08-01
3902,2022-03-26
3903,2020-06-12
3904,2022-06-28
3905,2022-12-18
3906,2022-12-16
3907,2023-05-06
3908,2020-05-01
3909,2022-01-18
3910,2024-02-05
3911,2023-04-25
3912,2022-06-06
3913,2022-04-26
3914,2021-01-26
3915,2024-02-16
3916,2023-07-21
3917,2020-09-05
3918,2020-05-24
3919,2021-06-01
3920,2023-06-21
3921,2022-01-07
3922,2024-03-08
3923,2023-12-06
3924,2023-04-17
3925,2022-01-28
3926,2021-08-16
3927,2023-12-12
3928,2021-11-04
3929,2022-02-11
3930,2024-04-01
3931,2023-10-14
3932,2021-08-25
3933,2024-01-18
3934,2021-07-02
3935,2020-04-02
3936,2024-02-23
3937,2022-09-23
3938,2022-09-15
3939,2023-01-01
3940,2024-07-25
3941,2021-04-23
3942,2024-06-27
3943,2023-06-06
3944,2023-01-24
3945,2020-07-20
3946,2024-02-01
3947,2020-10-21
3948,2021-08-06
3949,2020-10-19
3950,2020-07-27
3951,2020-07-11
3952,2020-12-16
3953,2020-06-05
3954,2020-08-28
3955,2021-02-24
3956,2021-11-18
3957,2023-04-29
3958,2021-10-07
3959,2022-06-16
3960,2020-03-09
3961,2024-04-17
3962,2022-11-30
3963,2022-07-21
3964,2023-02-14
3965,2023-05-23
3966,2022-10-28
3967,2020-07-15
3968,2022-06-01
3969,2021-06-05
3970,2021-07-03
3971,2020-01-08
3972,2020-04-23
3973,2024-03-07
3974,2023-10-04
3975,2024-06-04
3976,2020-12-30
3977,2020-09-04
3978,2020-08-03
3979,2021-05-15
3980,2023-03-24
3981,2021-11-22
3982,2021-11-17
3983,2021-06-04
3984,2020-02-05
3985,2022-03-04
3986,2022-09-22
3987,2020-02-22
3988,2021-08-25
3989,2020-11-08
3990,2023-05-30
3991,2022-09-17
3992,2022-07-30
3993,2023-06-26
3994,2022-07-22
3995,2022-11-18
3996,2022-06-12
3997,2020-01-22
3998,2022-08-26
3999,2022-11-26
4000,2023-08-12
4001,2021-01-03
4002,2024-02-23
4003,2020-07-22
4004,2024-01-02
4005,2022-09-13
4006,2021-05-30
4007,2023-05-20
4008,2024-03-06
4009,2020-10-10
4010,2022-08-17
4011,2023-10-23
4012,2021-03-29
4013,2021-05-22
4014,2021-09-24
4015,2024-02-15
4016,2021-10-30
4017,2022-07-13
4018,2020-05-27
4019,2022-04-01
4020,2023-11-12
4021,2021-03-11
4022,2021-10-25
4023,2021-10-30
4024,2021-05-29
4025,2023-01-22
4026,2024-05-21
4027,2023-05-16
4028,2024-02-04
4029,2022-09-02
4030,2022-11-13
4031,2023-10-25
4032,2021-07-14
4033,2023-04-12
4034,2021-06-20
4035,2023-09-29
4036,2020-10-06
4037,2021-11-29
4038,2022-03-05
4039,2022-06-13
4040,2022-09-17
4041,2022-07-13
4042,2021-11-25
4043,2020-11-08
4044,2021-07-14
4045,2022-12-18
4046,2023-12-21
4047,2020-02-01
4048,2023-05-16
4049,2021-07-14
4050,2021-01-30
4051,2022-09-28
4052,2020-12-08
4053,2023-07-31
4054,2024-02-21
4055,2022-10-17
4056,2023-05-09
4057,2022-06-29
4058,2021-03-06
4059,2022-06-17
4060,2022-10-29
4061,2022-01-12
4062,2020-05-24
4063,2024-01-24
4064,2023-12-22
4065,2021-01-31
4066,2020-03-31
4067,2020-01-09
4068,2023-02-06
4069,2020-12-05
4070,2021-10-25
4071,2020-04-12
4072,2024-05-07
4073,2022-10-27
4074,2021-12-19
4075,2023-11-20
4076,2020-12-25
4077,2023-02-17
4078,2023-12-05
4079,2021-07-28
4080,2022-06-04
4081,2023-01-20
4082,2022-04-07
4083,2021-07-13
4084,2021-07-26
4085,2024-04-10
4086,2021-12-21
4087,2022-06-09
4088,2020-10-16
4089,2023-07-21
4090,2023-06-03
4091,2020-10-23
4092,2023-11-16
4093,2021-03-20
4094,2023-07-16
4095,2020-05-10
4096,2022-07-25
4097,2023-09-09
4098,2020-11-20
4099,2021-01-12
4100,2021-12-04
4101,2023-08-04
4102,2020-11-22
4103,2020-02-17
4104,2021-09-26
4105,2021-11-13
4106,2022-05-25
4107,2023-01-30
4108,2020-10-14
4109,2022-12-30
4110,2021-04-14
4111,2023-07-16
4112,2024-04-03
4113,2020-06-03
4114,2020-10-17
4115,2023-02-24
4116,2022-06-21
4117,2020-04-26
4118,2021-07-02
4119,2022-09-09
4120,2023-09-16
4121,2023-01-20
4122,2023-08-03
4123,2023-07-20
4124,2020-04-16
4125,2020-07-31
4126,2023-05-01
4127,2023-07-08
4128,2022-10-30
4129,2023-07-21
4130,2024-06-12
4131,2024-06-01
4132,2024-02-18
4133,2023-06-16
4134,2022-12-30
4135,2021-11-27
4136,2021-04-12
4137,2023-07-11
4138,2022-11-27
4139,2022-07-07
4140,2022-10-24
4141,2020-10-26
4142,2020-02-27
4143,2020-04-14
4144,2022-07-06
4145,2021-11-06
4146,2024-01-27
4147,2022-10-07
4148,2023-05-02
4149,2022-11-14
4150,2023-04-15
4151,2020-11-27
4152,2020-01-08
4153,2022-01-29
4154,2021-06-13
4155,2021-10-17
4156,2020-10-20
4157,2022-11-18
4158,2024-06-12
4159,2021-04-04
4160,2021-03-21
4161,2024-06-22
4162,2023-07-01
4163,2021-07-14
4164,2024-07-05
4165,2020-06-01
4166,2021-03-30
4167,2024-05-24
4168,2022-01-24
4169,2023-08-04
4170,2021-03-02
4171,2023-12-05
4172,2024-07-10
4173,2022-12-18
4174,2024-04-29
4175,2024-02-06
4176,2023-07-06
4177,2024-02-20
4178,2021-01-07
4179,2020-11-27
4180,2020-08-23
4181,2021-08-10
4182,2020-04-29
4183,2022-03-01
4184,2020-03-01
4185,2022-10-13
4186,2021-08-06
4187,2022-05-17
4188,2020-05-21
4189,2021-04-17
4190,2024-05-25
4191,2023-12-12
4192,2020-06-22
4193,2024-02-05
4194,2023-06-15
4195,2020-01-08
4196,2020-08-26
4197,2020-12-14
4198,2022-12-27
4199,2021-09-29
4200,2024-06-06
4201,2020-08-06
4202,2023-07-03
4203,2022-04-09
4204,2020-03-03
4205,2023-05-13
4206,2021-10-29
4207,2021-07-13
4208,2020-03-23
4209,2020-06-02
4210,2023-04-29
4211,2020-07-11
4212,2020-05-29
4213,2023-06-22
4214,2023-10-13
4215,2021-03-28
4216,2022-09-02
4217,2021-11-04
4218,2022-01-07
4219,2024-01-18
4220,2021-05-13
4221,2023-02-24
4222,2021-08-25
4223,2023-10-14
4224,2020-08-26
4225,2022-04-02
4226,2022-06-12
4227,2021-03-11
4228,2024-03-22
4229,2020-07-20
4230,2021-03-01
4231,2021-12-09
4232,2024-05-23
4233,2021-10-07
4234,2020-03-05
4235,2021-09-30
4236,2023-05-04
4237,2021-04-19
4238,2021-12-06
4239,2022-10-25
4240,2022-02-24
4241,2024-04-18
4242,2021-12-26
4243,2021-09-29
4244,2020-05-03
4245,2024-07-30
4246,2020-04-15
4247,2023-07-31
4248,2024-06-18
4249,2024-06-03
4250,2024-04-07
4251,2020-01-31
4252,2023-06-29
4253,2021-05-10
4254,2021-09-17
4255,2023-01-02
4256,2024-03-18
4257,2023-07-04
4258,2024-06-14
4259,2024-01-01
4260,2022-03-26
4261,2020-04-15
4262,2021-03-28
4263,2022-10-16
4264,2020-04-07
4265,2020-08-24
4266,2023-03-04
4267,2021-01-25
4268,2021-01-21
4269,2022-05-10
4270,2021-12-04
4271,2020-01-26
4272,2023-11-06
4273,2024-05-01
4274,2023-12-18
4275,2024-07-25
4276,2021-12-21
4277,2021-01-03
4278,2022-05-17
4279,2022-05-12
4280,2022-04-23
4281,2023-08-04
4282,2021-07-14
4283,2022-06-24
4284,2024-07-03
4285,2021-03-21
4286,2021-06-07
4287,2020-10-20
4288,2020-07-01
4289,2020-11-02
4290,2022-11-07
4291,2024-01-19
4292,2022-05-14
