cod_ticket,id_elemento_catalogo,cantidad
5898,108,759
5898,118,870
5898,63,960
5898,109,3246
5898,106,2456
5898,90,1587
5899,108,3780
5899,83,3882
5899,64,872
5899,17,1945
5899,19,2235
5899,75,3658
5899,12,3935
5899,56,4389
5899,55,4796
5899,88,2986
5899,25,1908
5899,117,3702
5899,43,245
5899,59,1749
5899,34,4404
5899,116,1315
5899,92,4216
5899,104,4576
5899,22,3721
5899,94,1258
5899,26,1117
5899,46,2160
5899,68,2639
5899,105,537
5900,5,683
5900,86,238
5900,64,451
5900,39,2523
5900,92,3461
5900,19,4645
5900,62,561
5900,97,2969
5900,31,4315
5900,18,3486
5900,16,4847
5900,67,3997
5900,68,802
5900,54,2974
5900,49,1354
5900,113,676
5900,61,3846
5900,51,2784
5900,55,3161
5900,22,1737
5900,79,2971
5900,11,2550
5900,85,4317
5900,46,3297
5900,115,2030
5900,8,4394
5901,68,656
5901,116,3372
5901,86,1335
5901,19,4529
5901,72,4508
5901,37,4616
5901,78,4477
5901,46,2923
5901,95,2498
5901,109,3368
5901,118,1774
5901,97,2936
5901,13,1103
5901,15,4159
5901,85,2801
5901,29,3249
5901,87,1255
5901,61,2425
5901,96,2416
5901,65,3617
5901,53,2047
5902,87,4708
5902,38,715
5902,111,3208
5902,11,2660
5902,41,1973
5902,62,2836
5902,69,4316
5902,67,806
5902,3,4478
5902,120,4673
5902,4,2754
5902,110,3173
5902,97,4228
5902,106,3919
5902,55,2198
5902,40,2411
5902,59,4912
5902,22,1656
5902,20,3188
5902,75,502
5902,70,4561
5902,33,3312
5902,52,4291
5903,9,3531
5903,43,3717
5903,106,1327
5903,82,3218
5903,102,1778
5903,55,2551
5903,21,649
5903,46,4630
5903,94,3305
5903,14,586
5903,57,284
5903,50,815
5903,37,2077
5903,70,348
5903,114,1319
5903,18,1614
5903,6,4021
5903,35,759
5903,52,3502
5904,77,3694
5904,41,4257
5904,111,2451
5904,13,3502
5904,46,2113
5904,35,4754
5904,29,1004
5904,25,312
5904,116,2384
5904,95,3920
5904,90,4945
5904,38,4948
5904,109,3825
5904,97,880
5904,120,2983
5904,36,2034
5904,86,4951
5904,54,2461
5904,119,2253
5904,9,1865
5904,92,442
5904,69,1387
5904,44,1922
5904,99,4419
5904,96,870
5904,112,916
5904,14,2759
5904,40,3380
5905,51,4896
5905,29,1548
5905,57,3687
5905,5,3482
5905,42,878
5905,25,3183
5905,40,2670
5905,91,3991
5905,74,2824
5905,83,3057
5905,63,4482
5905,85,3570
5905,94,535
5905,14,3348
5905,53,1455
5905,64,1336
5905,10,962
5905,119,3768
5905,109,4430
5905,79,3468
5905,35,1993
5905,84,4951
5905,21,4849
5905,49,2548
5905,27,459
5906,80,4102
5906,51,4101
5906,29,4631
5906,86,3636
5906,26,2406
5906,97,4429
5906,31,3142
5906,111,4583
5906,103,1244
5906,24,972
5906,75,1564
5906,73,3549
5906,43,3547
5906,1,2248
5906,74,3007
5906,120,4499
5906,81,4164
5906,113,1279
5907,7,4783
5907,99,2740
5907,76,2792
5907,84,4680
5907,108,4107
5907,112,2085
5907,105,1134
5907,43,557
5907,28,4008
5907,88,3196
5907,21,1912
5907,68,3077
5907,63,4279
5907,29,993
5907,91,709
5907,52,779
5907,69,2932
5907,36,1142
5907,34,1438
5907,97,585
5908,63,4848
5908,113,2886
5908,4,3848
5908,2,4833
5908,98,2191
5908,97,2713
5908,99,1616
5908,33,3181
5908,69,4074
5908,42,677
5908,67,1599
5908,66,4755
5908,117,4209
5908,81,690
5908,83,216
5908,51,2680
5908,79,1167
5908,108,4972
5909,19,790
5909,27,4725
5909,33,4297
5909,104,2465
5909,48,628
5909,25,1405
5909,37,823
5909,108,2869
5909,1,3541
5909,72,3929
5909,57,1580
5909,63,1650
5909,83,4813
5909,80,4973
5909,85,4139
5909,115,3151
5910,69,496
5910,34,1296
5910,52,1820
5910,102,2738
5910,10,1344
5910,95,3154
5910,50,4330
5910,103,2430
5910,41,3008
5910,14,1624
5910,104,4095
5910,97,355
5910,8,918
5910,66,1629
5910,119,4494
5910,78,2770
5910,120,3324
5910,32,550
5910,86,4478
5910,26,2077
5910,18,2862
5910,91,2319
5910,96,3712
5910,11,2163
5910,36,2068
5910,4,1148
5910,67,3057
5910,117,233
5910,47,4530
5911,94,259
5911,22,2012
5911,108,341
5911,6,585
5911,84,2053
5911,25,2653
5911,52,4858
5911,75,3003
5911,28,385
5911,99,2798
5911,115,4064
5911,109,3566
5911,37,4248
5911,96,4422
5911,11,678
5911,61,2238
5911,59,2867
5911,44,4007
5912,73,624
5912,32,4033
5912,92,2450
5912,96,1998
5912,100,4359
5912,12,1057
5912,116,3592
5912,48,811
5912,54,3547
5912,64,2224
5912,71,2419
5912,45,1938
5912,60,3931
5912,76,1921
5912,119,1252
5912,41,1468
5912,24,1399
5912,78,4327
5912,104,3102
5912,108,3189
5912,52,1466
5913,74,1174
5913,120,2885
5913,61,3525
5913,24,1234
5913,51,4750
5913,117,3150
5913,66,1300
5913,35,3877
5913,60,3929
5913,16,2999
5913,48,2969
5913,95,538
5913,91,3375
5913,58,887
5913,119,1718
5913,52,3335
5913,84,3592
5913,53,3816
5913,90,4650
5913,116,3928
5914,118,1553
5914,40,3232
5914,27,4054
5914,103,4745
5914,90,1418
5914,70,3258
5914,52,4547
5914,46,766
5914,31,4703
5914,44,2851
5914,37,4657
5914,45,1914
5914,58,1217
5914,101,2744
5914,38,2420
5914,2,3813
5914,108,2103
5914,114,4006
5914,91,3579
5914,11,4651
5914,49,3638
5914,80,546
5914,19,4448
5914,20,342
5914,51,411
5915,27,2791
5915,18,3713
5915,51,413
5915,106,208
5915,93,3836
5915,44,1472
5915,119,261
5915,63,2077
5915,8,3240
5915,24,1131
5915,28,1020
5915,11,969
5915,40,1177
5915,53,2741
5915,5,1278
5915,72,534
5915,3,4113
5915,83,2773
5915,65,984
5915,85,1122
5915,104,1955
5915,36,2842
5915,23,4225
5915,101,2506
5915,95,926
5915,89,4960
5916,93,2777
5916,105,3202
5916,32,3997
5916,96,2523
5916,27,1613
5916,65,537
5916,117,654
5916,7,2020
5916,14,2741
5916,72,4111
5916,86,1111
5916,13,613
5916,74,4582
5916,58,4464
5916,39,3568
5916,68,1747
5916,60,2862
5916,98,947
5916,16,3185
5916,81,3367
5917,50,1812
5917,25,2990
5917,117,4216
5917,45,3106
5917,20,1755
5917,18,1392
5917,30,3468
5917,36,225
5917,71,3964
5917,115,1906
5917,19,3517
5917,72,1408
5917,48,2038
5917,8,1981
5917,37,2508
5918,117,3635
5918,84,750
5918,61,2383
5918,90,2683
5918,1,308
5918,59,3469
5918,75,2360
5918,106,3252
5918,102,3615
5918,71,4636
5918,116,4892
5918,60,2193
5918,81,4909
5918,46,268
5918,22,3411
5918,54,2000
5918,47,3416
5918,73,539
5918,112,2932
5918,12,3785
5919,109,1788
5919,37,4876
5919,68,1548
5919,94,1420
5919,76,3864
5919,70,3661
5919,98,3359
5919,11,3645
5919,91,2460
5919,62,2104
5919,1,324
5919,14,958
5919,16,551
5919,27,4473
5919,53,4686
5919,39,1784
5919,93,313
5919,4,609
5919,60,4193
5919,74,3478
5919,84,4638
5919,17,1953
5920,72,500
5920,77,1048
5920,30,934
5920,45,4176
5920,22,1716
5920,5,4210
5920,25,1798
5920,33,1796
5920,103,1641
5920,100,652
5920,68,2651
5920,67,2513
5920,59,3539
5920,50,1363
5920,117,1829
5920,98,4138
5920,55,4278
5920,12,2232
5920,91,683
5920,24,3975
5920,107,2136
5920,14,1068
5920,115,3389
5920,88,1412
5920,13,4349
5920,35,4949
5920,114,3587
5920,41,324
5921,60,1905
5921,106,3502
5921,46,3777
5921,21,1222
5921,40,1373
5921,36,2702
5921,43,3767
5921,72,505
5921,32,2164
5921,99,2093
5921,116,4959
5921,82,1498
5921,114,1581
5921,11,4048
5921,100,3430
5921,69,2727
5921,74,2837
5921,89,2153
5921,55,1608
5921,112,4704
5922,37,2412
5922,120,3436
5922,94,1223
5922,107,2955
5922,47,3305
5922,66,3496
5922,78,3922
5922,8,1576
5922,90,2308
5922,48,4515
5922,87,4731
5922,69,3654
5922,23,832
5922,73,2326
5922,103,801
5922,32,228
5922,67,2162
5922,86,1180
5922,50,4427
5922,98,4810
5923,60,3644
5923,15,3944
5923,71,2113
5923,24,1942
5923,16,1589
5923,12,3333
5923,80,3913
5923,79,3711
5923,33,1692
5923,36,1901
5923,120,4331
5923,85,4851
5923,108,3984
5923,104,2410
5923,66,4131
5924,38,4149
5924,116,4666
5924,96,4002
5924,102,2962
5924,51,951
5924,85,3594
5924,73,4503
5924,7,4078
5924,27,917
5924,48,4926
5924,26,1561
5924,106,1477
5924,87,2451
5924,59,466
5924,113,697
5924,93,3128
5924,50,2464
5924,76,4703
5924,44,4010
5924,47,250
5925,13,4384
5925,44,436
5925,56,854
5925,71,579
5925,83,4743
5925,21,1576
5925,53,2301
5925,106,3175
5925,78,656
5925,25,696
5925,104,3172
5925,52,4472
5925,64,2244
5925,35,3338
5925,120,521
5925,20,2860
5925,9,1581
5925,100,2155
5925,59,595
5925,30,4004
5925,99,621
5926,119,2964
5926,24,4167
5926,113,387
5926,36,3544
5926,41,1206
5926,106,1016
5926,3,4724
5926,112,252
5926,58,447
5926,1,2036
5926,73,732
5926,26,1534
5926,11,1546
5926,13,3505
5926,51,3095
5926,21,3272
5926,86,1031
5926,20,4095
5926,14,1844
5926,96,795
5926,85,2151
5927,80,4025
5927,65,3646
5927,109,3073
5927,41,4196
5927,105,3779
5927,9,2437
5927,100,3502
5927,84,2458
5927,63,2435
5927,67,3366
5927,89,795
5927,42,2419
5927,25,1540
5927,118,3968
5927,52,4023
5927,111,3458
5927,75,1061
5928,120,4865
5928,114,3993
5928,68,2553
5928,61,2970
5928,32,939
5928,81,4068
5928,18,4340
5928,53,305
5928,36,2336
5928,9,2127
5928,75,3911
5928,48,609
5928,12,3962
5928,78,3330
5928,66,898
5928,88,4898
5928,118,2385
5928,99,4855
5928,104,407
5928,107,2340
5928,5,1316
5928,85,4026
5928,86,204
5929,1,2381
5929,67,2971
5929,68,3801
5929,71,3797
5929,5,1331
5929,108,1974
5929,20,2599
5929,18,3529
5929,99,604
5929,102,1550
5929,73,3911
5929,57,2516
5929,77,3804
5929,98,2323
5929,120,4236
5930,63,3486
5930,80,425
5930,89,2375
5930,106,1373
5930,68,1915
5930,78,2019
5930,103,4404
5930,32,3563
5930,112,225
5930,3,485
5930,90,1270
5930,6,4689
5930,28,648
5931,67,4935
5931,49,3161
5931,23,1190
5931,10,4631
5931,30,1266
5931,119,1502
5931,4,1120
5931,44,1442
5931,63,4941
5931,13,4864
5931,60,1897
5931,36,236
5931,75,1817
5931,72,4837
5931,69,1539
5931,58,1293
5931,86,1894
5932,116,1765
5932,5,2061
5932,1,2766
5932,36,2237
5932,30,1252
5932,76,4207
5932,67,2242
5932,58,1149
5932,29,3769
5932,4,4403
5932,46,2403
5932,7,1351
5932,83,2710
5932,47,4289
5932,88,3835
5932,16,3993
5933,36,3963
5933,113,2971
5933,13,2561
5933,55,4821
5933,68,2660
5933,107,2866
5933,74,4614
5933,90,2710
5933,66,2512
5933,3,3175
5933,9,4226
5933,82,3513
5933,34,3163
5933,2,4236
5933,75,4124
5933,114,1141
5933,8,1472
5933,4,3340
5933,103,3442
5933,40,1987
5933,65,3130
5933,38,4179
5934,18,1627
5934,104,370
5934,100,1612
5934,112,1916
5934,92,1078
5934,51,3552
5934,78,3258
5934,30,3862
5934,48,1498
5934,1,2558
5934,95,2437
5934,96,3291
5934,81,2910
5934,45,1303
5934,22,1398
5934,76,2098
5934,21,3521
5934,24,3697
5934,5,1614
5934,113,3879
5934,6,1014
5934,84,1718
5935,65,4522
5935,105,3035
5935,32,1303
5935,20,903
5935,30,233
5935,83,4650
5935,34,1570
5935,55,1415
5935,43,218
5935,70,3212
5935,100,4534
5935,25,4291
5935,61,1043
5935,14,2450
5935,27,1639
5935,117,2396
5935,57,4004
5935,4,2963
5935,64,492
5935,110,3041
5935,21,1861
5935,82,1864
5935,52,3940
5935,62,2701
5935,103,1646
5936,11,4653
5936,46,2977
5936,119,654
5936,117,3487
5936,44,4007
5936,14,423
5936,79,4984
5936,78,2985
5936,71,2669
5936,81,3341
5936,34,4967
5936,65,3426
5936,60,3871
5936,17,214
5936,67,4603
5936,88,3122
5936,109,4268
5936,91,3250
5936,16,2794
5936,83,2886
5936,85,2607
5936,51,2349
5937,118,2915
5937,50,1344
5937,92,3996
5937,43,3874
5937,21,4764
5937,74,935
5937,85,4916
5937,72,2605
5937,4,4289
5937,69,1560
5937,45,2792
5937,106,1201
5937,73,452
5937,57,2301
5937,107,3039
5937,10,4351
5937,68,534
5937,44,4558
5937,115,1002
5937,97,1015
5937,17,209
5937,25,4275
5937,18,4406
5938,22,3816
5938,28,712
5938,111,4841
5938,99,2361
5938,67,1203
5938,76,973
5938,3,1541
5938,1,3837
5938,10,2720
5938,91,446
5938,45,3624
5938,32,4226
5938,11,3927
5938,7,2524
5938,84,1370
5938,85,1880
5938,48,1006
5938,93,871
5938,42,251
5938,58,1542
5938,13,931
5938,20,427
5938,49,1337
5939,14,3767
5939,59,2307
5939,38,235
5939,75,801
5939,49,1947
5939,16,1971
5939,100,1750
5939,62,2324
5939,46,547
5939,67,3295
5939,8,2659
5939,82,3179
5939,39,3029
5939,21,4758
5939,47,4971
5939,11,468
5939,5,4040
5939,79,3766
5939,86,2782
5939,73,1886
5939,22,794
5939,33,3805
5939,52,1335
5939,53,1214
5939,114,2849
5939,15,4944
5939,57,1389
5940,81,346
5940,44,3294
5940,113,1830
5940,85,4165
5940,98,2305
5940,14,4756
5940,10,3477
5940,1,3620
5940,91,2700
5940,3,585
5940,65,3676
5940,118,4205
5940,96,1037
5940,89,4949
5940,28,2395
5940,67,2058
5940,34,4375
5940,112,307
5940,20,1239
5940,107,3640
5941,66,2818
5941,69,3734
5941,97,3888
5941,13,2990
5941,44,2685
5941,67,4829
5941,37,4874
5941,116,3613
5941,76,3645
5941,82,4062
5941,5,3210
5941,80,4706
5941,105,945
5941,32,3790
5941,79,3881
5941,48,2796
5941,92,2141
5941,112,4892
5941,49,577
5941,108,2792
5941,68,854
5942,28,1622
5942,65,2342
5942,35,1290
5942,72,3108
5942,69,639
5942,87,758
5942,66,1646
5942,79,1150
5942,112,3137
5942,61,2638
5942,59,4249
5942,85,691
5942,29,309
5942,115,4054
5942,103,2792
5942,41,1914
5942,68,3436
5942,96,2541
5942,56,3029
5942,114,3578
5942,63,2202
5943,28,272
5943,55,2744
5943,100,519
5943,102,908
5943,108,4993
5943,75,4455
5943,116,1568
5943,93,3955
5943,81,4800
5943,85,1526
5943,12,3257
5943,15,3564
5943,58,3342
5943,20,436
5943,23,1613
5943,19,731
5943,5,382
5943,70,4161
5943,98,2365
5943,13,4883
5944,75,4996
5944,104,212
5944,11,2740
5944,39,3048
5944,118,660
5944,105,1555
5944,42,4063
5944,7,4868
5944,102,4609
5944,26,1262
5944,101,2500
5944,65,2707
5944,1,4670
5944,56,4963
5944,47,3322
5944,5,3073
5944,115,2684
5944,67,1132
5944,108,1524
5944,15,3269
5945,49,2034
5945,112,1210
5945,44,4691
5945,107,1582
5945,76,2595
5945,31,3088
5945,17,2708
5945,106,1546
5945,26,648
5945,95,3380
5945,115,2106
5945,54,2115
5945,48,3320
5945,50,708
5945,35,1458
5945,68,2413
5945,113,2409
5945,90,1248
5945,6,4749
5946,57,3235
5946,94,4982
5946,89,394
5946,30,2157
5946,109,2355
5946,53,2862
5946,39,1277
5946,15,2745
5946,44,573
5946,77,2298
5946,114,2302
5946,33,854
5946,10,4104
5946,51,600
5946,103,1034
5946,74,1621
5946,61,1750
5946,7,2946
5946,41,4826
5946,40,1940
5946,86,1130
5946,47,1038
5946,69,2338
5946,27,1937
5946,66,4524
5946,80,3328
5946,42,3121
5947,78,1934
5947,100,414
5947,99,311
5947,13,397
5947,114,4505
5947,48,1739
5947,81,1521
5947,103,1089
5947,5,3108
5947,91,1364
5947,72,853
5947,88,4249
5947,43,2182
5947,16,4518
5947,101,1116
5947,116,2422
5947,63,2227
5947,36,2665
5947,112,3469
5947,44,616
5947,37,1039
5947,59,4387
5948,84,4798
5948,107,680
5948,91,1708
5948,98,2913
5948,95,1510
5948,120,406
5948,78,3117
5948,117,4024
5948,35,323
5948,43,3332
5948,80,4654
5948,119,715
5948,26,803
5948,90,4249
5948,60,2636
5949,85,4226
5949,39,3136
5949,73,297
5949,64,853
5949,93,795
5949,37,4945
5949,29,1132
5949,1,3362
5949,19,2478
5949,42,4209
5949,60,2675
5949,74,3472
5949,113,3289
5949,61,2393
5949,31,1671
5949,13,2190
5949,89,4792
5949,77,871
5949,96,4542
5949,3,3928
5949,21,2167
5949,58,450
5949,111,1769
5949,110,4699
5949,54,4117
5949,2,3006
5950,117,4034
5950,61,2240
5950,91,612
5950,84,4825
5950,23,3191
5950,8,4721
5950,101,3099
5950,105,3932
5950,55,4488
5950,112,4217
5950,88,2100
5950,19,889
5950,40,1393
5950,44,658
5950,21,4652
5950,43,1252
5950,11,3837
5950,12,558
5950,57,424
5950,72,2116
5950,58,4930
5950,65,4784
5950,81,4464
5951,35,4300
5951,95,3067
5951,42,1584
5951,72,4063
5951,79,778
5951,113,4317
5951,46,4177
5951,49,922
5951,47,4258
5951,118,263
5951,12,1813
5951,119,1296
5951,22,4259
5951,107,974
5951,106,2651
5951,110,1063
5951,109,3414
5951,112,3956
5951,43,1860
5952,9,4835
5952,94,4547
5952,46,1508
5952,6,1255
5952,50,3008
5952,119,4985
5952,24,2333
5952,84,3409
5952,91,3669
5952,100,4300
5952,120,3202
5952,42,3564
5952,116,3420
5952,30,4816
5952,79,1604
5952,111,2907
5952,29,1786
5952,20,1822
5952,103,772
5952,54,4871
5952,12,4369
5952,77,3752
5952,78,1400
5952,107,1358
5952,25,758
5952,115,2383
5953,87,692
5953,95,4798
5953,56,3372
5953,81,3441
5953,71,1941
5953,84,2602
5953,39,2217
5953,52,258
5953,42,2588
5953,50,4962
5953,76,793
5953,91,3419
5953,7,291
5953,83,4576
5953,109,3928
5953,115,2459
5953,2,4097
5953,12,3999
5953,63,2834
5953,3,580
5953,89,2585
5954,73,2043
5954,18,2932
5954,90,3821
5954,77,1367
5954,16,1286
5954,59,1534
5954,87,2836
5954,56,2125
5954,50,4824
5954,37,2117
5954,3,2970
5954,61,585
5954,119,466
5954,111,3557
5954,7,1079
5954,38,1273
5954,60,339
5954,9,2574
5954,108,4781
5954,28,1053
5955,17,3224
5955,28,3398
5955,8,4042
5955,73,2093
5955,58,3430
5955,7,1092
5955,65,2443
5955,90,2908
5955,52,2002
5955,95,3326
5955,111,4154
5955,59,2305
5955,56,4449
5955,37,2213
5955,31,1243
5955,13,1672
5955,42,4273
5955,29,872
5955,118,4457
5955,110,1077
5955,14,2201
5955,2,3818
5956,36,3965
5956,105,3063
5956,9,2356
5956,31,1021
5956,14,1643
5956,11,1258
5956,103,4785
5956,4,4027
5956,94,1189
5956,58,3118
5956,76,3080
5956,6,3953
5956,107,3394
5956,114,4947
5956,78,3950
5956,95,4947
5956,90,4514
5956,86,4105
5956,62,4516
5956,96,2429
5957,116,1529
5957,73,1328
5957,70,276
5957,119,3447
5957,90,3262
5957,98,3336
5957,14,3712
5957,64,4271
5957,40,1162
5957,79,3053
5957,81,847
5957,13,587
5957,105,2437
5957,74,555
5957,37,2683
5957,24,2356
5957,15,3288
5957,11,1261
5957,93,3252
5957,109,787
5958,119,1208
5958,118,1168
5958,7,3367
5958,44,1747
5958,95,1596
5958,42,1065
5958,93,1884
5958,51,618
5958,80,3901
5958,69,1362
5958,73,1219
5958,55,4625
5958,59,970
5958,61,2636
5958,10,3626
5958,98,1033
5958,78,869
5958,112,1667
5958,40,2516
5958,76,1304
5958,24,4660
5959,67,3726
5959,88,1863
5959,85,1273
5959,65,2886
5959,80,1334
5959,18,2107
5959,40,2626
5959,118,2250
5959,50,4609
5959,32,4780
5959,19,3965
5959,47,3492
5959,20,2233
5959,38,4496
5959,51,823
5959,21,256
5959,99,312
5959,24,4808
5960,111,4671
5960,113,3042
5960,106,4386
5960,31,1395
5960,30,2845
5960,108,2729
5960,1,1560
5960,94,4157
5960,83,1764
5960,49,446
5960,36,2870
5960,90,1887
5960,99,3356
5960,95,915
5960,78,1740
5960,20,3209
5960,42,636
5960,100,1650
5960,82,2297
5961,45,3515
5961,98,4349
5961,88,1369
5961,120,2707
5961,115,3714
5961,74,4188
5961,110,4659
5961,119,2818
5961,57,4487
5961,6,1394
5961,33,4670
5961,91,3366
5961,92,1576
5961,42,538
5961,48,3785
5961,63,2818
5962,85,4784
5962,31,2353
5962,66,1880
5962,75,4075
5962,84,3747
5962,12,2669
5962,27,2937
5962,74,280
5962,20,532
5962,108,1485
5962,56,2523
5962,117,1637
5962,116,3573
5962,1,4167
5962,46,3545
5962,106,4879
5962,86,4889
5962,115,1773
5962,72,2670
5962,30,3062
5962,9,2240
5962,114,1059
5962,44,3209
5962,105,2469
5962,109,1450
5962,87,4371
5962,77,2702
5962,13,1576
5962,40,2592
5963,2,1160
5963,70,4348
5963,13,2318
5963,84,3161
5963,54,2482
5963,104,428
5963,114,3214
5963,51,4674
5963,116,1953
5963,99,2342
5963,30,3172
5963,37,3384
5963,105,2392
5963,20,3039
5963,90,1597
5963,31,3598
5963,88,4815
5963,65,2339
5963,100,3892
5963,89,4354
5963,50,1481
5964,83,1542
5964,33,3529
5964,27,805
5964,14,3739
5964,43,4429
5964,120,3615
5964,81,4742
5964,28,1319
5964,111,632
5964,100,518
5964,102,3833
5964,6,4056
5964,57,2978
5964,41,1811
5964,80,3929
5964,12,894
5964,8,2438
5964,118,4539
5964,56,2004
5964,74,1121
5965,106,634
5965,111,2645
5965,31,3856
5965,24,4971
5965,85,4378
5965,13,3140
5965,5,4458
5965,3,1388
5965,12,3940
5965,45,485
5965,84,4067
5965,95,4354
5965,74,1957
5965,118,3930
5965,33,1487
5965,75,4169
5965,107,555
5965,104,3673
5965,28,926
5965,97,3154
5965,49,2243
5965,17,3503
5965,60,2721
5965,14,4865
5965,57,2074
5966,18,1205
5966,97,321
5966,73,3123
5966,105,4949
5966,6,4547
5966,93,873
5966,3,2453
5966,90,4138
5966,44,2325
5966,51,2650
5966,95,3484
5966,21,1646
5966,5,1651
5966,13,4326
5966,12,4782
5966,47,1236
5966,60,2417
5966,106,3135
5966,45,3211
5966,120,3912
5967,5,2855
5967,9,2413
5967,54,2020
5967,85,1635
5967,99,2523
5967,69,1804
5967,30,1503
5967,73,1759
5967,13,4542
5967,115,242
5967,48,2769
5968,111,4965
5968,10,2697
5968,85,4250
5968,110,270
5968,14,1335
5968,68,4986
5968,94,2573
5968,79,1704
5968,96,3969
5968,37,755
5968,11,2705
5968,116,3225
5969,114,4927
5969,53,407
5969,118,3948
5969,75,4495
5969,116,1333
5969,80,3921
5969,97,299
5969,120,2069
5969,109,1449
5969,63,4870
5969,88,321
5969,38,3520
5969,24,2708
5969,119,676
5969,86,4270
5969,112,2304
5969,98,3695
5969,72,2645
5969,42,4997
5969,107,1733
5969,6,1977
5969,54,2041
5969,95,2368
5969,37,1591
5969,11,4761
5969,117,2002
5969,65,1991
5970,102,3119
5970,85,4066
5970,65,4718
5970,71,3792
5970,44,549
5970,83,2803
5970,89,463
5970,106,4469
5970,119,3892
5970,92,4250
5970,116,4840
5970,62,4629
5970,82,2168
5970,53,625
5970,3,4718
5970,73,942
5970,40,1198
5970,86,1641
5970,111,1139
5971,52,1690
5971,25,3139
5971,27,1154
5971,51,1354
5971,119,1915
5971,42,1048
5971,67,2322
5971,55,1816
5971,66,4560
5971,6,4731
5971,106,4481
5971,80,3431
5971,111,4013
5971,120,2533
5971,116,2317
5971,74,792
5971,79,974
5971,44,2749
5971,90,286
5972,95,3501
5972,59,2649
5972,29,4638
5972,15,4770
5972,13,2390
5972,45,1831
5972,1,2137
5972,72,4267
5972,83,3619
5972,22,1009
5972,49,1546
5972,100,1381
5972,31,4302
5972,74,3934
5972,112,1092
5972,98,1837
5972,92,4665
5972,28,1725
5973,60,3600
5973,100,4748
5973,26,1339
5973,78,2360
5973,117,331
5973,68,275
5973,111,3445
5973,98,396
5973,50,599
5973,44,3397
5973,52,776
5973,6,4549
5973,96,2151
5973,21,914
5973,64,4864
5973,32,4123
5973,17,1043
5973,20,3008
5973,83,3607
5973,23,4735
5973,79,3646
5973,37,3559
5973,39,4353
5973,56,4698
5973,55,3847
5973,59,1183
5973,105,4805
5974,72,3432
5974,79,2879
5974,56,1954
5974,97,2053
5974,38,994
5974,43,3396
5974,89,716
5974,93,4997
5974,81,2906
5974,75,1294
5974,90,2749
5974,30,2146
5974,40,1850
5974,65,4441
5974,60,5000
5974,20,4320
5974,66,1219
5974,12,813
5974,100,1416
5974,63,2915
5974,112,793
5974,36,714
5974,64,1096
5975,38,4601
5975,40,4135
5975,75,4803
5975,63,312
5975,36,4564
5975,98,2784
5975,77,500
5975,17,231
5975,96,4586
5975,25,4858
5975,35,2174
5975,23,1929
5975,42,1208
5975,27,4203
5975,1,4055
5975,2,369
5975,56,4194
5975,61,1806
5975,30,4382
5975,104,3040
5975,68,4679
5975,7,4344
5975,14,1628
5976,93,2170
5976,5,1942
5976,80,1958
5976,63,3827
5976,37,1614
5976,50,2671
5976,10,2891
5976,115,1084
5976,89,831
5976,112,4577
5976,64,544
5976,9,578
5976,103,1859
5976,97,4663
5976,30,704
5976,43,672
5976,38,3370
5976,96,3116
5976,81,1939
5976,114,2054
5977,84,1844
5977,69,4409
5977,26,3851
5977,20,4251
5977,99,1092
5977,36,1282
5977,31,4126
5977,10,4550
5977,5,4842
5977,93,1200
5977,11,1591
5977,77,2618
5977,76,564
5977,111,1042
5977,70,2619
5977,91,1345
5977,106,4499
5977,100,848
5977,38,1793
5977,104,3007
5978,36,1651
5978,53,3299
5978,40,4794
5978,78,3082
5978,2,2693
5978,82,3437
5978,34,274
5978,46,3285
5978,44,1101
5978,55,518
5978,105,3501
5978,28,2087
5978,41,2921
5978,95,2840
5978,71,1032
5978,112,528
5978,59,2421
5978,27,1477
5978,101,2989
5978,102,210
5978,20,1935
5978,97,2753
5978,5,1156
5978,91,4405
5978,18,4038
5979,83,1881
5979,33,2778
5979,28,564
5979,81,1771
5979,73,3740
5979,56,2882
5979,76,1761
5979,3,2703
5979,97,274
5979,62,4033
5979,10,233
5979,48,4621
5979,57,837
5979,75,3011
5979,12,1333
5979,53,2147
5979,100,2839
5979,94,2229
5979,11,1686
5980,50,1700
5980,73,2673
5980,45,3780
5980,91,4469
5980,84,3803
5980,67,1776
5980,12,2793
5980,102,1084
5980,17,1511
5980,70,2979
5980,60,1617
5980,82,3527
5980,2,3141
5980,110,932
5980,99,4051
5980,59,261
5980,92,443
5980,21,4026
5981,93,1941
5981,48,1800
5981,108,3093
5981,62,2019
5981,51,2649
5981,83,3328
5981,26,2315
5981,87,2237
5981,57,3926
5981,53,1429
5981,61,1093
5981,24,1415
5981,42,263
5981,109,2672
5981,82,2688
5981,11,4464
5981,74,382
5981,43,2078
5981,68,535
5981,47,691
5981,110,2504
5981,71,1590
5982,19,2296
5982,60,2199
5982,9,4121
5982,13,3354
5982,88,2801
5982,35,684
5982,41,1150
5982,73,2607
5982,97,2498
5982,7,4354
5982,74,323
5982,4,1105
5982,77,2085
5982,112,4264
5982,46,212
5982,80,1707
5982,34,4049
5982,16,989
5982,64,282
5982,106,2519
5982,52,2560
5982,8,1388
5982,57,1753
5982,94,4311
5983,87,3824
5983,38,3184
5983,91,3545
5983,23,1714
5983,57,4830
5983,78,1894
5983,54,3574
5983,1,3746
5983,41,4333
5983,55,1064
5983,74,1595
5983,45,1808
5983,86,4647
5983,84,4699
5983,35,4725
